ID,AR_G,AR_I,AR_J0378,AR_J0395,AR_J0410,AR_J0430,AR_J0515,AR_J0660,AR_J0861,AR_R,AR_U,AR_Z,CHI2NU,Field_ID,MAG_G,MAG_I,MAG_J0378,MAG_J0395,MAG_J0410,MAG_J0430,MAG_J0515,MAG_J0660,MAG_J0861,MAG_R,MAG_U,MAG_Z,PA_G,PA_I,PA_J0378,PA_J0395,PA_J0410,PA_J0430,PA_J0515,PA_J0660,PA_J0861,PA_R,PA_U,PA_Z,RE_G,RE_I,RE_J0378,RE_J0395,RE_J0410,RE_J0430,RE_J0515,RE_J0660,RE_J0861,RE_R,RE_U,RE_Z,XC_G,XC_I,XC_J0378,XC_J0395,XC_J0410,XC_J0430,XC_J0515,XC_J0660,XC_J0861,XC_R,XC_U,XC_Z,YC_G,YC_I,YC_J0378,YC_J0395,YC_J0410,YC_J0430,YC_J0515,YC_J0660,YC_J0861,YC_R,YC_U,YC_Z,dec,e_AR_G,e_AR_I,e_AR_J0378,e_AR_J0395,e_AR_J0410,e_AR_J0430,e_AR_J0515,e_AR_J0660,e_AR_J0861,e_AR_R,e_AR_U,e_AR_Z,e_MAG_G,e_MAG_I,e_MAG_J0378,e_MAG_J0395,e_MAG_J0410,e_MAG_J0430,e_MAG_J0515,e_MAG_J0660,e_MAG_J0861,e_MAG_R,e_MAG_U,e_MAG_Z,e_PA_G,e_PA_I,e_PA_J0378,e_PA_J0395,e_PA_J0410,e_PA_J0430,e_PA_J0515,e_PA_J0660,e_PA_J0861,e_PA_R,e_PA_U,e_PA_Z,e_RE_G,e_RE_I,e_RE_J0378,e_RE_J0395,e_RE_J0410,e_RE_J0430,e_RE_J0515,e_RE_J0660,e_RE_J0861,e_RE_R,e_RE_U,e_RE_Z,e_XC_G,e_XC_I,e_XC_J0378,e_XC_J0395,e_XC_J0410,e_XC_J0430,e_XC_J0515,e_XC_J0660,e_XC_J0861,e_XC_R,e_XC_U,e_XC_Z,e_YC_G,e_YC_I,e_YC_J0378,e_YC_J0395,e_YC_J0410,e_YC_J0430,e_YC_J0515,e_YC_J0660,e_YC_J0861,e_YC_R,e_YC_U,e_YC_Z,e_n_G,e_n_I,e_n_J0378,e_n_J0395,e_n_J0410,e_n_J0430,e_n_J0515,e_n_J0660,e_n_J0861,e_n_R,e_n_U,e_n_Z,ellipticity_det,elongation_det,err_mag_auto_g,err_mag_auto_i,err_mag_auto_j0378,err_mag_auto_j0395,err_mag_auto_j0410,err_mag_auto_j0430,err_mag_auto_j0515,err_mag_auto_j0660,err_mag_auto_j0861,err_mag_auto_r,err_mag_auto_u,err_mag_auto_z,field,flux_radius_as_50_det,flux_radius_as_90_det,input_DEC,input_RA,mag_auto_g,mag_auto_i,mag_auto_j0378,mag_auto_j0395,mag_auto_j0410,mag_auto_j0430,mag_auto_j0515,mag_auto_j0660,mag_auto_j0861,mag_auto_r,mag_auto_u,mag_auto_z,n_G,n_I,n_J0378,n_J0395,n_J0410,n_J0430,n_J0515,n_J0660,n_J0861,n_R,n_U,n_Z,ra,redshift,sep_arcsec,theta_det,x_pixel_det,y_pixel_det,label
i06s22s29008M2,0.7603,0.6257,0.8052,0.7975,0.7904,0.7813,0.7428,0.675,0.5835,0.6913,0.816,0.5735,241.716,i06s22s29008M2,13.7542,10.712,17.8117,18.6326,17.426,16.6238,15.4928,10.5972,10.7422,10.6621,18.8173,11.0215,-75.8903,-2.4582,-100.4009,-96.1534,-92.3057,-87.3586,-66.3458,-29.3425,20.5533,-38.2373,-106.2475,26.0501,16.1255,4.6894,19.9427,19.2812,18.682,17.9115,14.6391,8.8763,1.1056,10.2615,20.8532,0.2496,70.4404,70.4404,70.4404,70.4404,70.4404,70.4404,70.4404,70.4404,70.4404,70.4404,70.4404,70.4404,115.1842,115.1842,115.1842,115.1842,115.1842,115.1842,115.1842,115.1842,115.1842,115.1842,115.1842,115.1842,-28.69929776957726,0.0069,0.0033,0.0099,0.0094,0.0089,0.0083,0.0058,0.0021,0.0059,0.0027,0.0106,0.0066,0.1328,0.0523,10.0689,12.7339,7.8098,3.8285,1.2254,0.2574,0.0148,0.1129,17.0978,0.3127,0.6908,0.2877,0.9667,0.9184,0.8749,0.819,0.5859,0.2397,0.51,0.3037,1.0332,0.569,0.4226,0.116,0.525,0.5073,0.4912,0.4705,0.3827,0.2282,0.0213,0.2653,0.5494,0.0091,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.2984,0.284,0.388,0.3712,0.3563,0.3379,0.2703,0.2305,0.3637,0.2276,0.4118,0.3853,0.1824472,1.2231625,0.04444509,0.020072281,0.2503075,0.6649637,0.26234093,0.30392253,0.08485279,0.02536286,0.048445106,0.024249041,0.16100608,0.027818179,SPLUS-s22s29,4.339153,12.309142,-28.699541,327.65903,16.870414932250977,16.07591310119629,17.91675235748291,18.59213894748688,17.55339704322815,17.749629747390745,16.66768001937866,16.311176507949828,16.169150798797606,16.4523251991272,17.987374296188353,15.870807270050047,14.2482,18.3799,12.8691,13.1081,13.3246,13.603,14.7852,16.8672,19.6747,16.3668,12.5402,19.9839,327.6592921477455,0.0934,1.204978121748027,-51.20184,6481.8,2541.4705,1
i06s26s5700YT4,0.1952,0.1388,0.214,0.2108,0.2078,0.204,0.1879,0.1595,0.1211,0.1663,0.2185,0.1169,1.194,i06s26s5700YT4,18.6532,17.3582,21.2879,20.1187,19.5575,19.6192,18.263,17.6436,17.1803,17.7724,19.9732,17.0702,-17.5123,-19.4182,-16.8761,-16.9864,-17.0862,-17.2146,-17.76,-18.7204,-20.0155,-18.4896,-16.7244,-20.1582,2.2407,2.0964,2.2889,2.2806,2.273,2.2633,2.222,2.1492,2.0511,2.1667,2.3004,2.0403,101.6166,101.6166,101.6166,101.6166,101.6166,101.6166,101.6166,101.6166,101.6166,101.6166,101.6166,101.6166,101.2057,101.2057,101.2057,101.2057,101.2057,101.2057,101.2057,101.2057,101.2057,101.2057,101.2057,101.2057,-33.126228068063924,0.0316,0.0111,0.0424,0.0406,0.0388,0.0367,0.0275,0.0134,0.0178,0.0163,0.0451,0.0199,0.0536,0.0183,0.7044,0.2921,0.1779,0.1658,0.0884,0.0232,0.0277,0.0236,0.2202,0.0273,1.3399,0.4503,1.7887,1.7103,1.6394,1.5486,1.1691,0.5753,0.7144,0.6993,1.8971,0.8005,0.1214,0.0491,0.1642,0.1567,0.1499,0.1413,0.1052,0.0518,0.0778,0.0621,0.1746,0.0863,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.5794,0.2582,0.8014,0.7624,0.7273,0.6823,0.4956,0.2284,0.4275,0.2759,0.8552,0.474,0.37636894,1.6035122,0.056503043,0.01874006,2.682654,0.7136843,0.28764665,0.22596595,0.13012193,0.025162634,0.03434418,0.021847244,0.3900455,0.023621522,SPLUS-s26s57,1.3814956,3.4784555,-33.126266,330.33994,18.633966632843016,17.405943828582764,22.28251066589356,20.529420622348784,19.545690395355223,19.408468349456783,18.33353521156311,17.647855934143067,17.27406489944458,17.79224426651001,20.081612065553664,17.13800329208374,3.0813,4.18,2.7146,2.7782,2.8358,2.9098,3.2241,3.7778,4.5242,3.6447,2.6272,4.6065,330.33981734680805,0.0894,0.3941935274789338,-73.024574,8801.749,8267.236,0
i06s23s0600I2S,0.2659,0.2968,0.2556,0.2574,0.259,0.2611,0.2699,0.2855,0.3065,0.2818,0.2531,0.3088,1.156,i06s23s0600I2S,17.926,17.0493,18.9715,18.3776,18.3514,18.1964,17.6898,17.3153,16.9227,17.3393,18.9553,16.9009,-75.0201,-74.383,-75.2328,-75.1959,-75.1626,-75.1196,-74.9373,-74.6163,-74.1834,-74.6935,-75.2835,-74.1357,10.8514,9.8782,11.1763,11.12,11.069,11.0034,10.7249,10.2345,9.5732,10.3524,11.2538,9.5003,101.0039,101.0039,101.0039,101.0039,101.0039,101.0039,101.0039,101.0039,101.0039,101.0039,101.0039,101.0039,101.4698,101.4698,101.4698,101.4698,101.4698,101.4698,101.4698,101.4698,101.4698,101.4698,101.4698,101.4698,-29.70590088354342,0.0034,0.0024,0.0047,0.0045,0.0043,0.004,0.0029,0.0018,0.0035,0.0019,0.005,0.0038,0.0227,0.0158,0.0988,0.1404,0.1202,0.0831,0.0349,0.0145,0.0267,0.0138,0.063,0.0247,0.3862,0.2803,0.5439,0.5158,0.4905,0.4584,0.3298,0.2007,0.4127,0.2095,0.583,0.4475,0.1873,0.1409,0.2628,0.2492,0.2371,0.2218,0.1606,0.1019,0.2043,0.1053,0.2815,0.2211,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0239,0.0205,0.0349,0.0329,0.0312,0.0289,0.02,0.0129,0.0304,0.0127,0.0376,0.033,0.67100334,3.039545,0.024262886,0.017200446,0.13283284,0.19142771,0.14246722,0.11085128,0.050739765,0.018123362,0.036351465,0.016577195,0.07673745,0.02735589,SPLUS-s23s06,3.742507,8.619275,-29.706173,8.530141,17.90648942565918,17.084784629821776,18.870527732849123,18.39432949829101,18.15672504043579,18.105964204788208,17.729126094818117,17.39210499763489,17.037706680297852,17.391151592254637,18.96418999004364,16.912333854675293,0.6675,1.0595,0.5367,0.5593,0.5799,0.6063,0.7185,0.916,1.1824,0.8685,0.5054,1.2117,8.530289347700535,0.062,1.0838938059900247,-14.813264,1115.3451,4633.6807,0
i06s24s2400AK8,0.2787,0.4521,0.2208,0.2309,0.2399,0.2516,0.3012,0.3886,0.5064,0.3676,0.207,0.5194,1.15,i06s24s2400AK8,18.987,17.798,20.2872,19.9145,19.9792,20.0139,18.6191,18.0509,17.6095,18.174,20.4292,17.542,34.7598,32.3356,35.5689,35.4287,35.3017,35.1384,34.4447,33.2231,31.5759,33.5167,35.7619,31.3945,1.2689,1.0056,1.3568,1.3415,1.3277,1.31,1.2347,1.102,0.923,1.1339,1.3777,0.9033,101.856,101.856,101.856,101.856,101.856,101.856,101.856,101.856,101.856,101.856,101.856,101.856,101.4503,101.4503,101.4503,101.4503,101.4503,101.4503,101.4503,101.4503,101.4503,101.4503,101.4503,101.4503,-31.127407999937,0.0738,0.0333,0.1014,0.0966,0.0922,0.0866,0.0635,0.0306,0.0536,0.0365,0.1081,0.0593,0.0927,0.0296,0.2559,0.2739,0.2947,0.271,0.0803,0.0468,0.0682,0.0382,0.2387,0.0727,4.022,2.2643,5.6956,5.401,5.1354,4.7961,3.3979,1.6177,3.6455,1.8584,6.1032,4.0076,0.1525,0.0675,0.205,0.1958,0.1874,0.1768,0.1328,0.0698,0.1014,0.0815,0.2178,0.1116,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,0.0183,2.228,1.1476,3.1316,2.9728,2.8296,2.6465,1.8892,0.8731,1.8777,1.0293,3.3511,2.0713,0.21143806,1.2681313,0.06854496,0.027520476,0.3018237,0.30468884,0.382029,0.46629295,0.13161744,0.03206441,0.050367396,0.033277467,0.36441052,0.034720536,SPLUS-s24s24,1.2398257,3.2083466,-31.1274,36.59782,19.017882822036743,17.904299613952638,19.970694237709047,19.499638583779333,19.763757469177246,20.07364808225632,18.874479561805725,18.087530212402346,17.722021394729616,18.304916065216062,20.51239018368721,17.619475765228273,5.6138,7.5374,4.9717,5.083,5.1838,5.3134,5.8638,6.8331,8.1402,6.6001,4.8185,8.2841,36.59779790830273,0.094462,0.0739204041252315,68.16697,3031.7947,4022.3706,0
i06s26s0900O9A,0.7747,0.6775,0.8072,0.8016,0.7965,0.7899,0.7621,0.7131,0.647,0.7249,0.8149,0.6397,1.162,i06s26s0900O9A,19.5358,18.5978,19.9544,20.4922,19.6889,19.9084,19.3568,18.8686,18.5432,18.9556,20.1181,18.5455,58.6282,54.4092,60.0365,59.7924,59.5714,59.2871,58.0799,55.9538,53.0871,56.4649,60.3724,52.7713,3.2027,3.0617,3.2497,3.2416,3.2342,3.2247,3.1843,3.1133,3.0175,3.1304,3.261,3.0069,101.2308,101.2308,101.2308,101.2308,101.2308,101.2308,101.2308,101.2308,101.2308,101.2308,101.2308,101.2308,101.2886,101.2886,101.2886,101.2886,101.2886,101.2886,101.2886,101.2886,101.2886,101.2886,101.2886,101.2886,-33.46205701318752,0.0245,0.0151,0.0337,0.032,0.0306,0.0287,0.0211,0.0123,0.0222,0.0134,0.0359,0.0242,0.0469,0.0325,0.1351,0.3277,0.1853,0.2107,0.108,0.0325,0.0604,0.0295,0.1432,0.0558,5.4221,2.8735,7.6772,7.2811,6.9237,6.4668,4.576,2.0681,4.7347,2.4374,8.2248,5.2218,0.1132,0.0704,0.1597,0.1515,0.1441,0.1346,0.0962,0.051,0.1085,0.0561,0.1711,0.1186,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0379,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0895,0.059,0.1281,0.1213,0.1152,0.1073,0.0753,0.0393,0.0919,0.0427,0.1376,0.1004,0.18552208,1.2277803,0.06923151,0.05742086,0.24093276,0.76422244,0.34776938,0.3965632,0.16800062,0.048770487,0.093487866,0.046444472,0.3405811,0.09816536,SPLUS-s26s09,1.8741145,3.8121772,-33.462,13.707682,19.49496873474121,18.581221225738524,19.914387370347978,20.632334179639816,19.65211440372467,19.91514875030517,19.20354531478882,18.629867364883424,18.278692882537843,18.86106202697754,20.53704880517721,18.43614799499512,0.7932,0.6482,0.8416,0.8332,0.8256,0.8159,0.7744,0.7013,0.6027,0.7188,0.8532,0.5919,13.707782974373451,0.0899,0.366184714167693,38.581978,1172.0168,6062.158,0
i06s25s150030V,0.2205,0.2586,0.2078,0.21,0.212,0.2145,0.2254,0.2447,0.2706,0.24,0.2047,0.2734,1.159,i06s25s150030V,17.8994,16.6172,19.6077,19.4448,19.0109,18.7204,17.5879,16.9122,16.4775,17.039,19.8785,16.3625,29.4703,32.5551,28.4407,28.6191,28.7808,28.9886,29.8713,31.4257,33.5218,31.0521,28.1951,33.7527,4.4876,5.056,4.2979,4.3308,4.3605,4.3988,4.5615,4.8479,5.2342,4.7791,4.2526,5.2767,101.2085,101.2085,101.2085,101.2085,101.2085,101.2085,101.2085,101.2085,101.2085,101.2085,101.2085,101.2085,102.0693,102.0693,102.0693,102.0693,102.0693,102.0693,102.0693,102.0693,102.0693,102.0693,102.0693,102.0693,-32.83018703117249,0.0115,0.0056,0.0161,0.0153,0.0146,0.0136,0.0098,0.0045,0.0092,0.0054,0.0172,0.0102,0.0622,0.0312,0.1341,0.1496,0.1031,0.079,0.0572,0.0307,0.0431,0.0344,0.1256,0.0464,0.6559,0.3247,0.9143,0.8689,0.8279,0.7756,0.5591,0.2635,0.5276,0.3113,0.977,0.5823,0.6147,0.3482,0.8469,0.8058,0.7688,0.7217,0.5293,0.2881,0.5246,0.3225,0.9038,0.5732,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,0.0083,1.3332,0.5659,1.7879,1.708,1.6359,1.5438,1.1624,0.6063,0.8519,0.712,1.8984,0.9399,0.3978635,1.6607531,0.022548912,0.013126656,0.22118534,0.34549567,0.19533907,0.1322632,0.042775206,0.013392709,0.023160595,0.012324547,0.18251196,0.018368034,SPLUS-s25s15,1.6675744,4.7777915,-32.83011,21.791252,18.22286808395386,16.971136619567872,19.98960842347145,19.833761755466465,19.32940971183777,18.956651014328003,17.940306972503663,17.26688243103027,16.78823682022095,17.362599277496336,20.212026512622835,16.68340488433838,13.2951,11.7648,13.8059,13.7174,13.6372,13.5341,13.0962,12.325,11.2852,12.5104,13.9278,11.1706,21.7911783562448,0.0734,0.3557105919993353,57.742283,8306.309,1546.9855,1
i06s26s2300IQJ,0.976,0.9892,0.9716,0.9724,0.973,0.9739,0.9777,0.9843,0.9933,0.9827,0.9705,0.9943,1.244,i06s26s2300IQJ,15.0564,14.1511,15.9977,15.7801,15.5082,15.3317,14.8543,14.3797,14.0228,14.4403,16.1031,13.9627,87.4766,65.4028,94.8446,93.5678,92.4111,90.924,84.6075,73.4842,58.4854,76.158,96.6021,56.8331,7.4126,7.7451,7.3016,7.3208,7.3382,7.3607,7.4558,7.6234,7.8494,7.5831,7.2751,7.8743,101.3889,101.3889,101.3889,101.3889,101.3889,101.3889,101.3889,101.3889,101.3889,101.3889,101.3889,101.3889,101.9544,101.9544,101.9544,101.9544,101.9544,101.9544,101.9544,101.9544,101.9544,101.9544,101.9544,101.9544,-33.5794776004748,0.0021,0.0013,0.0029,0.0028,0.0026,0.0025,0.0018,0.0011,0.0019,0.0012,0.0031,0.0021,0.0041,0.0027,0.014,0.0138,0.0114,0.0094,0.0055,0.0025,0.0041,0.0024,0.0102,0.0038,4.7145,5.8538,7.0011,6.5779,6.2018,5.7307,3.9958,3.7148,8.1561,3.3335,7.5949,8.7314,0.0277,0.0217,0.039,0.0369,0.0351,0.0329,0.0238,0.0156,0.0313,0.0159,0.0418,0.0338,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0055,0.0044,0.0077,0.0073,0.007,0.0065,0.0047,0.0031,0.0063,0.0032,0.0083,0.0068,0.21182412,1.2687523,0.0054914937,0.0034356338,0.026496125,0.02871261,0.023268456,0.018113516,0.009821773,0.003452527,0.006338756,0.003205241,0.018729087,0.0049798586,SPLUS-s26s23,4.3113365,12.554579,-33.579197,35.1243,14.975200805664064,14.165432929992676,15.872715339660644,15.714869998931883,15.442994129180908,15.235948844909668,14.77799655151367,14.36292287826538,14.049015384674073,14.419487197875975,16.021075317382813,13.969564826965332,1.2045,1.7017,1.0385,1.0673,1.0933,1.1268,1.2691,1.5197,1.8575,1.4594,0.9989,1.8947,35.12415214928702,0.031589,1.1032066076329965,-77.07959,7637.7305,5305.969,0
i06s24s1000MCB,0.5891,0.5506,0.6019,0.5997,0.5977,0.5951,0.5841,0.5647,0.5385,0.5693,0.605,0.5357,1.153,i06s24s1000MCB,17.6038,16.955,18.6174,18.2465,18.0504,17.706,17.4696,17.1651,16.9491,17.2025,18.6162,16.8702,-18.5709,-19.0339,-18.4164,-18.4431,-18.4674,-18.4986,-18.6311,-18.8644,-19.179,-18.8083,-18.3795,-19.2136,9.0462,8.9112,9.0912,9.0834,9.0764,9.0673,9.0286,8.9606,8.8689,8.9769,9.102,8.8587,102.0228,102.0228,102.0228,102.0228,102.0228,102.0228,102.0228,102.0228,102.0228,102.0228,102.0228,102.0228,101.1941,101.1941,101.1941,101.1941,101.1941,101.1941,101.1941,101.1941,101.1941,101.1941,101.1941,101.1941,-30.883758796799103,0.0077,0.0063,0.0111,0.0105,0.0099,0.0092,0.0064,0.004,0.0094,0.004,0.0119,0.0101,0.0253,0.0239,0.0786,0.089,0.07,0.0518,0.0331,0.0179,0.0415,0.0169,0.0623,0.0381,1.1409,0.8828,1.6127,1.5281,1.4524,1.3562,0.9738,0.62,1.2866,0.6347,1.7302,1.3921,0.26,0.2357,0.3696,0.3497,0.332,0.3096,0.2226,0.1616,0.3344,0.158,0.3973,0.3599,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0315,0.0488,0.0427,0.0693,0.0656,0.0623,0.0581,0.0418,0.0295,0.0609,0.0291,0.0744,0.0656,0.3156122,1.4611598,0.024216715,0.02779573,0.123377286,0.13724667,0.13063318,0.07525375,0.05183337,0.023154845,0.06507584,0.020197507,0.097701095,0.050779004,SPLUS-s24s10,3.9411385,8.651748,-30.883799,13.966546,17.619662010192872,17.03030248260498,18.52814990234375,18.11878451538086,18.1257893447876,17.60865686416626,17.440040225982667,17.214742650985716,16.978333812713622,17.243225440979003,18.642251401901245,16.924451820373534,1.5091,1.6112,1.4751,1.481,1.4863,1.4932,1.5224,1.5738,1.6431,1.5615,1.467,1.6508,13.966500202695435,0.058,0.2024045217573867,-77.86956,6524.8765,5621.271,0
i06s23s060049O,0.8409,0.8033,0.8534,0.8513,0.8493,0.8468,0.836,0.817,0.7915,0.8216,0.8564,0.7887,1.154,i06s23s060049O,19.2647,18.5894,20.5043,19.9994,19.8985,19.7207,19.1241,18.7841,18.4329,18.7405,20.6026,18.4678,-79.0398,-78.9219,-79.0791,-79.0723,-79.0661,-79.0582,-79.0245,-78.9651,-78.885,-78.9793,-79.0885,-78.8762,5.1183,4.9918,5.1605,5.1532,5.1466,5.1381,5.1019,5.0381,4.9521,5.0534,5.1706,4.9427,101.3533,101.3533,101.3533,101.3533,101.3533,101.3533,101.3533,101.3533,101.3533,101.3533,101.3533,101.3533,100.9087,100.9087,100.9087,100.9087,100.9087,100.9087,100.9087,100.9087,100.9087,100.9087,100.9087,100.9087,-30.14943173677837,0.0281,0.019,0.0396,0.0375,0.0357,0.0334,0.024,0.0137,0.0284,0.0147,0.0424,0.0309,0.0701,0.0527,0.311,0.4413,0.4059,0.2784,0.1084,0.0449,0.0884,0.0419,0.2201,0.0849,9.8083,5.9129,13.9103,13.1864,12.5343,11.702,8.2899,4.1619,9.3176,4.6554,14.9126,10.2089,0.317,0.2311,0.449,0.4255,0.4043,0.3775,0.2696,0.1617,0.3429,0.1687,0.4817,0.3721,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.0844,0.0618,0.1168,0.111,0.1058,0.0992,0.0729,0.047,0.0883,0.0489,0.1249,0.0954,0.14238459,1.1660239,0.07414264,0.06552074,0.58582443,0.42391923,0.35160264,0.2864772,0.13790734,0.05327256,0.1259002,0.05312293,0.5018379,0.103346646,SPLUS-s23s06,2.6927526,5.6674733,-30.14964,8.047125,19.191637435913087,18.58980089569092,20.59802170920372,19.333017335414887,19.206685934066773,19.18356824588776,18.86943232917785,18.6479852104187,18.42342474746704,18.75119923400879,21.059394015192986,18.38669891357421,0.8775,1.0016,0.8361,0.8433,0.8498,0.8582,0.8937,0.9562,1.0405,0.9411,0.8262,1.0498,8.04716291885329,0.0486,0.7589829236864609,-20.643131,3869.4146,1743.012,0
i06s23s4100UF2,0.5305,0.4897,0.5441,0.5417,0.5396,0.5368,0.5252,0.5046,0.4769,0.5096,0.5473,0.4739,1.161,i06s23s4100UF2,17.9638,16.6941,19.1413,19.3245,18.5297,18.6945,17.7049,16.9992,16.5443,17.1675,19.2706,16.4519,28.4486,23.0808,30.2403,29.9298,29.6485,29.2869,27.7509,25.046,21.3986,25.6962,30.6677,20.9968,4.2114,4.2126,4.211,4.211,4.2111,4.2112,4.2115,4.2122,4.213,4.212,4.2109,4.2131,101.3307,101.3307,101.3307,101.3307,101.3307,101.3307,101.3307,101.3307,101.3307,101.3307,101.3307,101.3307,101.592,101.592,101.592,101.592,101.592,101.592,101.592,101.592,101.592,101.592,101.592,101.592,-29.249603117724863,0.0069,0.0037,0.0098,0.0093,0.0088,0.0082,0.0058,0.0027,0.0061,0.0031,0.0105,0.0067,0.023,0.0125,0.0843,0.1523,0.0747,0.0767,0.0283,0.0129,0.0199,0.012,0.0718,0.0191,0.8546,0.4312,1.1929,1.1334,1.0798,1.0113,0.7279,0.3449,0.6983,0.4056,1.2752,0.7701,0.0936,0.0593,0.131,0.1244,0.1184,0.1108,0.0799,0.0443,0.0896,0.0483,0.1402,0.0977,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0565,0.0374,0.0802,0.076,0.0722,0.0674,0.0478,0.0259,0.0574,0.0279,0.0861,0.0626,0.3446079,1.5258042,0.02599954,0.014021012,0.12722269,0.27663258,0.14297214,0.15462947,0.044685487,0.016811136,0.028048111,0.014277724,0.125829,0.021801276,SPLUS-s23s41,1.9477904,4.6823,-29.250208,345.57382,17.970510314941407,16.769879440307616,18.95092938041687,19.31762014913559,18.615696475982663,18.784468002319336,17.68747793006897,17.061919345855713,16.58626801300049,17.225691555023193,19.3320849943161,16.518771865844727,1.4218,1.8887,1.2659,1.2929,1.3174,1.3488,1.4825,1.7177,2.035,1.6612,1.2288,2.0699,345.5740667751955,0.0929,2.311416463580284,64.500786,8132.163,7629.808,0
i06s25s5700SOB,0.7424,0.9272,0.6807,0.6914,0.7011,0.7135,0.7664,0.8596,0.9852,0.8372,0.666,0.999,1.153,i06s25s5700SOB,19.1833,18.3052,19.8108,19.507,19.9209,19.4879,19.2257,18.6273,18.1377,18.6268,19.953,18.1043,52.5862,35.2213,58.3823,57.3779,56.468,55.2981,50.3292,41.5788,29.7797,43.6822,59.7649,28.4798,4.1665,3.7747,4.2973,4.2746,4.2541,4.2277,4.1156,3.9181,3.6519,3.9656,4.3285,3.6226,101.9577,101.9577,101.9577,101.9577,101.9577,101.9577,101.9577,101.9577,101.9577,101.9577,101.9577,101.9577,101.1381,101.1381,101.1381,101.1381,101.1381,101.1381,101.1381,101.1381,101.1381,101.1381,101.1381,101.1381,-31.97079561065336,0.0429,0.0294,0.0586,0.0558,0.0533,0.0501,0.0373,0.0237,0.0417,0.025,0.0625,0.045,0.0749,0.0431,0.3352,0.3599,0.4951,0.3084,0.1723,0.0503,0.0715,0.0412,0.2076,0.0645,9.768,16.1208,15.9435,14.7993,13.7814,12.5057,7.9067,9.3958,22.5601,7.7352,17.5462,24.1331,0.2244,0.1482,0.3242,0.3066,0.2907,0.2705,0.1875,0.0936,0.2343,0.102,0.3486,0.2564,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0503,0.0503,0.0503,0.0503,0.0503,0.0503,0.0503,0.0503,0.0503,0.0503,0.0503,0.0503,0.1226,0.0958,0.1748,0.1654,0.157,0.1464,0.104,0.0652,0.141,0.0665,0.1877,0.1528,0.084243834,1.0919937,0.112374656,0.0627102,1.3239698,0.5548576,0.4434855,0.45557663,0.78907096,0.09596408,0.14169832,0.06253282,0.5548552,0.09737226,SPLUS-s25s57,2.5418777,5.7796693,-31.970926,328.53476,19.06867300796509,18.32207808685303,20.50298990726471,19.152445967316627,18.97617753601074,19.054865985393523,20.02560379481316,18.62909729766846,18.315140506744385,18.56022442245484,20.222692658901213,18.201258882522584,0.6373,1.0623,0.4954,0.52,0.5422,0.5709,0.6925,0.9067,1.1955,0.8552,0.4615,1.2273,328.53488212020835,0.0839,0.5995233360405252,32.512596,3318.5603,7175.0654,0
