ID,AR_G,AR_I,AR_J0378,AR_J0395,AR_J0410,AR_J0430,AR_J0515,AR_J0660,AR_J0861,AR_R,AR_U,AR_Z,CHI2NU,Field_ID,MAG_G,MAG_I,MAG_J0378,MAG_J0395,MAG_J0410,MAG_J0430,MAG_J0515,MAG_J0660,MAG_J0861,MAG_R,MAG_U,MAG_Z,PA_G,PA_I,PA_J0378,PA_J0395,PA_J0410,PA_J0430,PA_J0515,PA_J0660,PA_J0861,PA_R,PA_U,PA_Z,RE_G,RE_I,RE_J0378,RE_J0395,RE_J0410,RE_J0430,RE_J0515,RE_J0660,RE_J0861,RE_R,RE_U,RE_Z,XC_G,XC_I,XC_J0378,XC_J0395,XC_J0410,XC_J0430,XC_J0515,XC_J0660,XC_J0861,XC_R,XC_U,XC_Z,YC_G,YC_I,YC_J0378,YC_J0395,YC_J0410,YC_J0430,YC_J0515,YC_J0660,YC_J0861,YC_R,YC_U,YC_Z,dec,e_AR_G,e_AR_I,e_AR_J0378,e_AR_J0395,e_AR_J0410,e_AR_J0430,e_AR_J0515,e_AR_J0660,e_AR_J0861,e_AR_R,e_AR_U,e_AR_Z,e_MAG_G,e_MAG_I,e_MAG_J0378,e_MAG_J0395,e_MAG_J0410,e_MAG_J0430,e_MAG_J0515,e_MAG_J0660,e_MAG_J0861,e_MAG_R,e_MAG_U,e_MAG_Z,e_PA_G,e_PA_I,e_PA_J0378,e_PA_J0395,e_PA_J0410,e_PA_J0430,e_PA_J0515,e_PA_J0660,e_PA_J0861,e_PA_R,e_PA_U,e_PA_Z,e_RE_G,e_RE_I,e_RE_J0378,e_RE_J0395,e_RE_J0410,e_RE_J0430,e_RE_J0515,e_RE_J0660,e_RE_J0861,e_RE_R,e_RE_U,e_RE_Z,e_XC_G,e_XC_I,e_XC_J0378,e_XC_J0395,e_XC_J0410,e_XC_J0430,e_XC_J0515,e_XC_J0660,e_XC_J0861,e_XC_R,e_XC_U,e_XC_Z,e_YC_G,e_YC_I,e_YC_J0378,e_YC_J0395,e_YC_J0410,e_YC_J0430,e_YC_J0515,e_YC_J0660,e_YC_J0861,e_YC_R,e_YC_U,e_YC_Z,e_n_G,e_n_I,e_n_J0378,e_n_J0395,e_n_J0410,e_n_J0430,e_n_J0515,e_n_J0660,e_n_J0861,e_n_R,e_n_U,e_n_Z,ellipticity_det,elongation_det,err_mag_auto_g,err_mag_auto_i,err_mag_auto_j0378,err_mag_auto_j0395,err_mag_auto_j0410,err_mag_auto_j0430,err_mag_auto_j0515,err_mag_auto_j0660,err_mag_auto_j0861,err_mag_auto_r,err_mag_auto_u,err_mag_auto_z,field,flux_radius_as_50_det,flux_radius_as_90_det,input_DEC,input_RA,mag_auto_g,mag_auto_i,mag_auto_j0378,mag_auto_j0395,mag_auto_j0410,mag_auto_j0430,mag_auto_j0515,mag_auto_j0660,mag_auto_j0861,mag_auto_r,mag_auto_u,mag_auto_z,n_G,n_I,n_J0378,n_J0395,n_J0410,n_J0430,n_J0515,n_J0660,n_J0861,n_R,n_U,n_Z,ra,redshift,sep_arcsec,theta_det,x_pixel_det,y_pixel_det,label
DR4_3_STRIPE82-0163_0030951,0.4479,0.4221,0.4565,0.455,0.4537,0.452,0.4446,0.4316,0.4140,0.4347,0.4586,0.4121,1.166,3575_6875_STRIPE82-0163,16.6709,15.6532,17.7795,17.6444,17.3771,17.1716,16.1249,15.9271,15.493,15.9733,18.1764,15.4341,64.1622,63.4291,64.407,64.3646,64.3261,64.2767,64.0669,63.6975,63.1993,63.7863,64.4653,63.1444,12.2406,11.6199,12.4478,12.4119,12.3794,12.3375,12.1599,11.8471,11.4254,11.9223,12.4972,11.3789,80.7349,80.7349,80.7349,80.7349,80.7349,80.7349,80.7349,80.7349,80.7349,80.7349,80.7349,80.7349,409.0613,409.0613,409.0613,409.0613,409.0613,409.0613,409.0613,409.0613,409.0613,409.0613,409.0613,409.0613,-0.4695139664594024,0.0044,0.0025,0.0063,0.006,0.0057,0.0053,0.0037,0.0016,0.0041,0.0019,0.0068,0.0045,0.0209,0.0115,0.0598,0.0717,0.0500,0.0400,0.0208,0.0111,0.0185,0.0119,0.0599,0.0187,0.4006,0.2151,0.5657,0.5366,0.5105,0.477,0.3388,0.1574,0.3503,0.1838,0.6058,0.3858,0.3319,0.1797,0.4693,0.4451,0.4233,0.3955,0.2805,0.1303,0.2927,0.1518,0.5027,0.3223,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0669,0.0361,0.0946,0.0897,0.0853,0.0797,0.0565,0.0262,0.0589,0.0306,0.1013,0.0649,0.51984096,2.0826433,0.017533973,0.010529918,0.11483048,0.1486341,0.092998624,0.07145725,0.030270629,0.011388443,0.0224077,0.010041255,0.10887688,0.015891297,STRIPE82-0163,6.5966015,18.060556,-0.469572433,354.654550068,16.899973,15.878794,18.003387,17.813198,17.520908,17.314371,16.48238,16.136913,15.701198,16.180794,18.442509,15.6583185,3.1742,3.0060,3.2303,3.2206,3.2118,3.2005,3.1523,3.0676,2.9533,3.0880,3.2437,2.9407,354.6545853180112,0.0356588,0.2457726146223219,24.356724,3380.612,7009.0947,0
DR4_3_STRIPE82-0163_0043337,0.8688,0.8958,0.8597,0.8613,0.8627,0.8645,0.8723,0.8859,0.9042,0.8826,0.8576,0.9062,1.752,3575_7425_STRIPE82-0163,17.7118,17.221,18.5734,18.3401,18.0778,17.8817,17.5253,17.3722,17.0462,17.387,18.7757,17.1157,19.9344,1.559,26.0678,25.0049,24.0421,22.8041,17.546,8.2864,-4.1993,10.5122,27.5308,-5.5748,6.5768,6.258,6.6831,6.6647,6.648,6.6265,6.5353,6.3747,6.1582,6.4133,6.7085,6.1343,101.6491,101.6491,101.6491,101.6491,101.6491,101.6491,101.6491,101.6491,101.6491,101.6491,101.6491,101.6491,102.1293,102.1293,102.1293,102.1293,102.1293,102.1293,102.1293,102.1293,102.1293,102.1293,102.1293,102.1293,-0.4261870506575607,0.0194,0.0158,0.0282,0.0266,0.0252,0.0234,0.0162,0.0099,0.0237,0.0099,0.0304,0.0257,0.0399,0.0334,0.1236,0.1397,0.0975,0.0781,0.0526,0.0279,0.0566,0.0267,0.1050,0.0535,7.8494,7.5711,11.1184,10.5215,9.9893,9.3194,6.7579,5.2266,10.5818,5.0419,11.9535,11.357,0.2792,0.2141,0.3915,0.3713,0.3533,0.3304,0.2395,0.1546,0.309,0.1588,0.4195,0.3340,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0419,0.0694,0.0530,0.0975,0.0924,0.0879,0.0822,0.0595,0.0382,0.0767,0.0392,0.1044,0.0829,0.21632206,1.2760344,0.030451464,0.027979914,0.15719113,0.23048961,0.104571804,0.1015471,0.060158167,0.029229593,0.05929048,0.02338985,0.112842076,0.05183533,STRIPE82-0163,6.344945,14.624748,-0.426077038,354.584772263,17.746714,17.195732,18.570335,18.522234,17.884174,17.93412,17.47648,17.421892,17.006298,17.359842,18.707582,17.188375,1.4271,1.4310,1.4258,1.4260,1.4262,1.4265,1.4276,1.4296,1.4323,1.4291,1.4255,1.4325,354.5847702293081,0.035501,0.3961132283143494,-49.11466,3837.5684,7292.7163,0
DR4_3_STRIPE82-0163_0042193,0.9332,0.9127,0.94,0.9388,0.9378,0.9364,0.9305,0.9202,0.9062,0.9227,0.9416,0.9047,1.266,3575_7975_STRIPE82-0163,16.3412,15.51,17.395,17.2619,16.7937,16.7006,16.1489,15.7135,15.335,15.7676,17.8646,15.3335,22.695,26.5582,21.4055,21.629,21.8314,22.0917,23.1971,25.1439,27.7689,24.6759,21.0979,28.0581,12.7698,12.4957,12.8613,12.8455,12.8311,12.8126,12.7342,12.596,12.4098,12.6293,12.8831,12.3893,326.4486,326.4486,326.4486,326.4486,326.4486,326.4486,326.4486,326.4486,326.4486,326.4486,326.4486,326.4486,264.8736,264.8736,264.8736,264.8736,264.8736,264.8736,264.8736,264.8736,264.8736,264.8736,264.8736,264.8736,-0.3234271053367227,0.0065,0.0041,0.009,0.0085,0.0081,0.0076,0.0056,0.0033,0.0060,0.0036,0.0096,0.0066,0.0144,0.0098,0.0669,0.0867,0.0480,0.0411,0.0228,0.0092,0.0176,0.0086,0.0665,0.0153,4.2547,2.3613,6.0348,5.7217,5.4394,5.0786,3.5894,1.6714,3.8364,1.9357,6.4679,4.2219,0.1442,0.0983,0.2034,0.1929,0.1834,0.1714,0.1227,0.0703,0.1476,0.0749,0.2180,0.1606,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.0336,0.0336,0.0336,0.0336,0.0336,0.0336,0.0336,0.0336,0.0336,0.0336,0.0336,0.0336,0.0124,0.0086,0.0173,0.0164,0.0156,0.0146,0.0106,0.0063,0.0126,0.0067,0.0185,0.0137,0.07181227,1.0773683,0.017220458,0.0124592325,0.09450649,0.14074628,0.08478314,0.06281612,0.03508568,0.01226854,0.025176292,0.011519118,0.11116698,0.020476071,STRIPE82-0163,12.199896,25.327152,-0.32355068,354.617027082,16.3349,15.51319,17.217089,17.18655,16.855927,16.613861,16.09882,15.691435,15.270937,15.789359,17.88864,15.375378,0.7886,0.9116,0.7476,0.7547,0.7611,0.7694,0.8046,0.8666,0.9501,0.8517,0.7378,0.9593,354.6169761533367,0.0359973,0.4811672176773759,80.04012,3626.7236,7965.3496,0
DR4_3_STRIPE82-0163_0044542,0.8544,0.8262,0.8639,0.8622,0.8608,0.8589,0.8508,0.8365,0.8173,0.8399,0.8661,0.8152,1.195,4125_6875_STRIPE82-0163,15.9684,14.9691,17.1618,16.9077,16.5947,16.3878,15.7424,15.2119,14.7857,15.3017,17.5263,14.7313,16.1015,14.7538,16.5514,16.4735,16.4028,16.312,15.9264,15.2472,14.3314,15.4105,16.6587,14.2305,18.1061,20.3959,17.3418,17.4743,17.5943,17.7485,18.4037,19.5576,21.1134,19.2802,17.1595,21.2848,241.1745,241.1745,241.1745,241.1745,241.1745,241.1745,241.1745,241.1745,241.1745,241.1745,241.1745,241.1745,451.887,451.887,451.887,451.887,451.887,451.887,451.887,451.887,451.887,451.887,451.887,451.887,-0.4629810271773545,0.0054,0.0033,0.0075,0.0071,0.0068,0.0064,0.0046,0.0025,0.0051,0.0027,0.0081,0.0055,0.0159,0.0105,0.0653,0.0755,0.0494,0.0393,0.0213,0.0091,0.0171,0.0088,0.0599,0.0155,1.8553,1.0586,2.6311,2.4945,2.3713,2.2141,1.5663,0.7486,1.7012,0.8565,2.82,1.8693,0.2739,0.219,0.3873,0.367,0.3487,0.3256,0.2339,0.1531,0.317,0.1552,0.4157,0.3425,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.0318,0.0318,0.0318,0.0318,0.0318,0.0318,0.0318,0.0318,0.0318,0.0318,0.0318,0.0318,0.0165,0.0124,0.0233,0.0221,0.0210,0.0196,0.0141,0.0088,0.0181,0.0091,0.0250,0.0196,0.0948571,1.104798,0.014267901,0.009628953,0.11457934,0.16783696,0.07115618,0.05260033,0.030621596,0.010093138,0.021403821,0.009255046,0.090340704,0.015077182,STRIPE82-0163,15.945076,32.27607,-0.463025187,354.545992192,16.006035,15.119521,17.304531,17.25523,16.548653,16.302078,15.827033,15.35495,14.988035,15.435852,17.54044,14.9343405,1.1422,1.5064,1.0206,1.0416,1.0607,1.0853,1.1895,1.3731,1.6206,1.3289,0.9916,1.6479,354.545951848282,0.0352478,0.2153269284277335,86.47161,4091.6633,7051.8843,0
DR4_3_STRIPE82-0163_0017132,0.6927,0.3673,0.8013,0.7825,0.7654,0.7435,0.6504,0.4864,0.2653,0.5259,0.8272,0.2410,233.242,4675_5775_STRIPE82-0163,10.1992,10.0351,14.8382,14.9164,16.2464,14.0367,9.6573,9.9894,9.4353,10.0513,15.2186,9.6146,-0.5048,-0.8811,-0.3793,-0.401,-0.4207,-0.4461,-0.5537,-0.7433,-0.999,-0.6978,-0.3493,-1.0272,4.6346,7.379,3.7186,3.8773,4.0211,4.206,4.9913,6.3743,8.239,6.0418,3.5001,8.4445,292.7184,292.7184,292.7184,292.7184,292.7184,292.7184,292.7184,292.7184,292.7184,292.7184,292.7184,292.7184,239.7037,239.7037,239.7037,239.7037,239.7037,239.7037,239.7037,239.7037,239.7037,239.7037,239.7037,239.7037,-0.6463764883612996,0.0022,0.0009,0.0028,0.0027,0.0026,0.0025,0.0019,0.0011,0.0011,0.0013,0.003,0.0012,0.0057,0.0036,0.2156,0.3220,1.1613,0.1641,0.0060,0.004,0.0047,0.0038,0.1897,0.0047,0.1914,0.0592,0.2433,0.2343,0.2261,0.2156,0.1714,0.098,0.0615,0.1147,0.2558,0.0679,0.0426,0.0358,0.0565,0.054,0.0517,0.0488,0.0379,0.0291,0.0472,0.0293,0.0601,0.0504,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,*0.2154*,*0.0869*,*0.2779*,*0.2669*,*0.2570*,*0.2444*,*0.1918*,*0.1116*,*0.1092*,*0.1282*,*0.2931*,*0.1189*,0.6486254,2.8459651,1.2168387,0.5061708,0.88458663,5.1170716,15.4209795,2.1027327,6.105339,0.7235474,1.588727,0.75570726,3.809779,1.1295934,STRIPE82-0163,84.243645,103.980995,-0.646097355,354.447215268,15.215159,12.68379,14.36168,15.458442,16.67059,14.523945,15.528005,14.262577,13.990304,14.155134,16.943178,13.529709,*17.8463*,*12.6366*,*19.5852*,*19.2838*,*19.0109*,*18.6599*,*17.1691*,*14.5439*,*11.0040*,*15.1750*,*20.0000*,*10.6141*,354.44714411483795,0.0358727,1.0370097401847358,-71.0912,4738.425,5851.4814,1
DR4_3_STRIPE82-0163_0029096,0.5868,0.5539,0.5978,0.5959,0.5941,0.5919,0.5825,0.566,0.5436,0.5699,0.6004,0.5412,1.15,4675_6875_STRIPE82-0163,16.4685,15.274,17.8504,17.8351,17.4034,17.0161,16.2143,15.5767,15.0803,15.6913,18.1827,14.9963,-25.4657,-24.077,-25.9293,-25.849,-25.7762,-25.6826,-25.2852,-24.5854,-23.6418,-24.7536,-26.0399,-23.5378,7.5203,7.4314,7.5499,7.5448,7.5401,7.5341,7.5087,7.464,7.4036,7.4747,7.5570,7.3969,340.5245,340.5245,340.5245,340.5245,340.5245,340.5245,340.5245,340.5245,340.5245,340.5245,340.5245,340.5245,106.1193,106.1193,106.1193,106.1193,106.1193,106.1193,106.1193,106.1193,106.1193,106.1193,106.1193,106.1193,-0.5158033214391032,0.0035,0.0018,0.0049,0.0047,0.0045,0.0042,0.003,0.0014,0.0030,0.0016,0.0053,0.0033,0.0125,0.0066,0.0481,0.0648,0.0385,0.0269,0.0142,0.0062,0.0102,0.0066,0.0454,0.0101,0.4248,0.2034,0.589,0.5602,0.5341,0.5009,0.3631,0.1723,0.3298,0.2043,0.6289,0.3643,0.088,0.0523,0.1238,0.1175,0.1118,0.1045,0.0747,0.0385,0.0815,0.043,0.1326,0.0893,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0283,0.0175,0.0400,0.0379,0.0361,0.0337,0.0240,0.0125,0.0272,0.0138,0.0429,0.0297,0.30068338,1.4299674,0.015858773,0.007844547,0.13185269,0.19601694,0.1207295,0.08014694,0.0305664,0.008460366,0.01586815,0.008210659,0.11145996,0.011305711,STRIPE82-0163,5.3936357,14.552435,-0.515824348,354.446831016,16.603064,15.3762455,17.951424,17.914402,17.620106,17.254145,16.311285,15.627095,15.15488,15.781279,18.262943,15.115601,2.1641,2.7497,1.9687,2.0025,2.0332,2.0727,2.2402,2.5353,2.9332,2.4644,1.9220,2.9771,354.4468126265831,0.0352839,0.1005592523169905,-52.979675,4740.573,6706.1484,1
DR4_3_STRIPE82-0163_0029670,0.6573,0.6635,0.6552,0.6556,0.6559,0.6563,0.6581,0.6612,0.6654,0.6604,0.6547,0.6659,1.15,4675_6875_STRIPE82-0163,14.9951,13.6563,16.4471,16.3762,16.0085,15.5617,14.7204,13.9862,13.421,14.115,16.9965,13.3255,59.1005,58.8283,59.1913,59.1756,59.1613,59.143,59.0651,58.928,58.743,58.9609,59.213,58.7226,21.7037,20.381,22.1452,22.0687,21.9994,21.9103,21.5318,20.8652,19.9664,21.0254,22.2505,19.8674,448.1329,448.1329,448.1329,448.1329,448.1329,448.1329,448.1329,448.1329,448.1329,448.1329,448.1329,448.1329,91.2226,91.2226,91.2226,91.2226,91.2226,91.2226,91.2226,91.2226,91.2226,91.2226,91.2226,91.2226,-0.5180604518535876,0.0019,0.001,0.0027,0.0026,0.0024,0.0023,0.0016,0.0007,0.0016,0.0008,0.0029,0.0018,0.0063,0.003,0.0351,0.0480,0.0291,0.0186,0.0086,0.0032,0.0049,0.0033,0.0378,0.0046,0.2749,0.1329,0.3818,0.363,0.3461,0.3244,0.2348,0.1112,0.2156,0.1317,0.4078,0.2381,0.0909,0.0472,0.1257,0.1196,0.1141,0.107,0.078,0.0395,0.0737,0.0456,0.1342,0.0810,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0055,0.0060,0.0034,0.0084,0.0080,0.0076,0.0071,0.0051,0.0026,0.0054,0.0029,0.0090,0.0059,0.32838637,1.4889513,0.0091978125,0.004226426,0.06901704,0.06940605,0.05586568,0.04269098,0.016452525,0.0047485926,0.00841978,0.0044938494,0.055712093,0.0060996423,STRIPE82-0163,17.255894,44.47988,-0.51788569,354.4302736,14.949414,13.645645,16.175493,15.714181,15.710708,15.498783,14.570872,13.951022,13.401302,14.071681,16.433739,13.377084,1.3372,1.7754,1.1909,1.2163,1.2392,1.2687,1.3941,1.6150,1.9127,1.5619,1.1560,1.9455,354.4303863333175,0.035825,0.7486742292041253,28.60511,4848.0874,6691.376,1
DR4_3_STRIPE82-0163_0042538,0.7713,0.8043,0.7604,0.7623,0.764,0.7662,0.7756,0.7922,0.8146,0.7882,0.7577,0.8171,1.15,4675_6875_STRIPE82-0163,16.2964,15.2629,17.5087,17.2179,16.9674,16.6289,16.0535,15.4918,15.0789,15.6033,17.7840,15.0568,-48.9647,-47.3386,-49.5075,-49.4135,-49.3283,-49.2187,-48.7534,-47.9339,-46.829,-48.1309,-49.637,-46.7072,12.566,12.2368,12.6759,12.6569,12.6396,12.6175,12.5232,12.3573,12.1336,12.3972,12.7022,12.1090,218.6162,218.6162,218.6162,218.6162,218.6162,218.6162,218.6162,218.6162,218.6162,218.6162,218.6162,218.6162,376.4358,376.4358,376.4358,376.4358,376.4358,376.4358,376.4358,376.4358,376.4358,376.4358,376.4358,376.4358,-0.4745241015471241,0.0047,0.0029,0.0067,0.0063,0.006,0.0056,0.004,0.0021,0.0045,0.0023,0.0072,0.0049,0.0128,0.0078,0.06,0.0673,0.0458,0.0324,0.0182,0.0071,0.0133,0.0072,0.0512,0.0121,1.1837,0.8048,1.6754,1.5881,1.5096,1.4096,1.0051,0.5674,1.2159,0.6059,1.7965,1.3237,0.1306,0.0868,0.1865,0.1766,0.1677,0.1563,0.1101,0.0586,0.1341,0.0633,0.2002,0.1464,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0121,0.0084,0.0175,0.0165,0.0157,0.0146,0.0102,0.0055,0.0130,0.0058,0.0188,0.0142,0.20387262,1.2560804,0.016022867,0.009619207,0.15163425,0.20187448,0.10041546,0.066714495,0.032086425,0.009845744,0.02048767,0.009438181,0.08605535,0.014923986,STRIPE82-0163,10.669524,20.602001,-0.474537363,354.465433204,16.325972,15.314047,17.80573,17.649881,17.122822,16.757086,16.072987,15.518158,15.141663,15.65137,17.682829,15.126286,1.0086,1.2801,0.9180,0.9337,0.9479,0.9662,1.0439,1.1807,1.3652,1.1478,0.8964,1.3855,354.4653915692875,0.0362734,0.1572996722943333,-44.942383,4618.9614,6976.3413,1
DR4_3_STRIPE82-0163_0028870,0.9759,0.9799,0.9746,0.9748,0.975,0.9753,0.9765,0.9785,0.9812,0.978,0.9743,0.9815,1.218,5225_6875_STRIPE82-0163,16.484,15.3477,17.6971,17.7667,17.3314,16.9705,16.2232,15.6285,15.1639,15.7221,18.2029,15.1091,66.3393,80.8579,61.4931,62.3329,63.0937,64.0718,68.2263,75.5425,85.4076,73.7838,60.3372,86.4944,8.7712,8.6877,8.7991,8.7942,8.7899,8.7842,8.7603,8.7183,8.6615,8.7284,8.8057,8.6553,140.5013,140.5013,140.5013,140.5013,140.5013,140.5013,140.5013,140.5013,140.5013,140.5013,140.5013,140.5013,184.5528,184.5528,184.5528,184.5528,184.5528,184.5528,184.5528,184.5528,184.5528,184.5528,184.5528,184.5528,-0.503849844222404,0.0086,0.0047,0.012,0.0114,0.0109,0.0102,0.0074,0.0037,0.0073,0.0043,0.0128,0.0080,0.0197,0.0112,0.058,0.0821,0.0498,0.0364,0.0207,0.0098,0.017,0.0105,0.0629,0.0175,14.4903,9.0438,20.5594,19.4868,18.521,17.289,12.2533,6.3351,14.097,6.9913,22.0453,15.4191,0.2291,0.1465,0.3244,0.3075,0.2923,0.273,0.1941,0.1036,0.2257,0.1132,0.3477,0.2464,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0068,0.0631,0.0421,0.0896,0.0849,0.0807,0.0753,0.0534,0.0292,0.0644,0.0314,0.0961,0.0702,0.016347647,1.0166193,0.014943861,0.008633633,1.2974013,0.20411327,0.07747928,0.06160815,0.031438276,0.009461019,0.018857129,0.008851518,0.51540935,0.013078659,STRIPE82-0163,6.551557,16.509275,-0.503863887,354.393354604,16.628996,15.577301,17.565804,18.04609,17.226627,17.05715,16.434055,15.849238,15.440523,15.95988,18.278452,15.367418,2.8839,3.6972,2.6124,2.6595,2.7021,2.7569,2.9896,3.3995,3.9521,3.3010,2.5477,4.0130,354.39334583138674,0.035561,0.0596071727573495,-76.01094,5090.525,6784.395,0
DR4_3_STRIPE82-0164_0045358,0.6507,0.6328,0.6567,0.6557,0.6547,0.6535,0.6484,0.6394,0.6272,0.6415,0.6581,0.6258,1.25,9625_7425_STRIPE82-0164,17.7236,16.2867,19.349,18.9766,18.8905,18.5670,17.2627,16.5673,16.0759,16.7868,19.6134,16.0024,23.2587,23.6683,23.1219,23.1456,23.1671,23.1947,23.3119,23.5184,23.7967,23.4687,23.0893,23.8274,8.1465,10.6256,7.319,7.4624,7.5923,7.7594,8.4687,9.718,11.4025,9.4177,7.1217,11.5880,98.3977,98.3977,98.3977,98.3977,98.3977,98.3977,98.3977,98.3977,98.3977,98.3977,98.3977,98.3977,487.0986,487.0986,487.0986,487.0986,487.0986,487.0986,487.0986,487.0986,487.0986,487.0986,487.0986,487.0986,1.0263831216712134,0.0112,0.0061,0.0158,0.015,0.0143,0.0133,0.0095,0.0045,0.0099,0.0052,0.0169,0.0108,0.0419,0.0239,0.1378,0.1436,0.1198,0.0890,0.0375,0.0196,0.0311,0.0198,0.1234,0.0317,1.2114,0.6395,1.7066,1.6196,1.5411,1.4407,1.026,0.4769,1.0423,0.5587,1.827,1.1487,0.5472,0.4939,0.7804,0.7382,0.7005,0.6528,0.4673,0.3355,0.704,0.3282,0.8393,0.7581,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.1769,0.1463,0.2495,0.2364,0.2247,0.2099,0.1517,0.1031,0.2094,0.1035,0.2677,0.2259,0.2226696,1.2864542,0.023399178,0.012332082,0.1756406,0.21687472,0.16180675,0.1396801,0.043572947,0.013587549,0.024774734,0.013043445,0.20382003,0.0177521,STRIPE82-0164,5.3438716,14.189734,1.026337406,353.727476873,17.834286,16.628086,19.137358,18.848408,18.69917,18.580511,17.507624,16.902678,16.45491,17.062002,19.814465,16.382088,3.5537,5.7074,2.8348,2.9594,3.0723,3.2173,3.8336,4.9189,6.3823,4.6580,2.6633,6.5436,353.72749302045247,0.0846646,0.1745379782714043,61.978695,9448.397,7637.221,0
DR4_3_STRIPE82-0165_0029648,0.8163,0.7266,0.8463,0.8411,0.8364,0.8303,0.8046,0.7594,0.6984,0.7703,0.8534,0.6917,2.232,9625_10175_STRIPE82-0165,18.3102,17.0318,19.8573,19.3953,19.4998,19.1648,18.0014,17.4268,16.8577,17.3944,19.8311,16.7582,-1.4713,4.3962,-3.4298,-3.0904,-2.783,-2.3877,-0.7087,2.2481,6.235,1.5373,-3.897,6.6742,2.2722,2.3159,2.2576,2.2602,2.2625,2.2654,2.2779,2.2999,2.3295,2.2946,2.2542,2.3328,517.4571,517.4571,517.4571,517.4571,517.4571,517.4571,517.4571,517.4571,517.4571,517.4571,517.4571,517.4571,67.1478,67.1478,67.1478,67.1478,67.1478,67.1478,67.1478,67.1478,67.1478,67.1478,67.1478,67.1478,-0.0176100180165385,0.0222,0.0103,0.0303,0.0289,0.0276,0.0259,0.0191,0.0096,0.0161,0.0113,0.0323,0.0178,0.0265,0.013,0.1702,0.1468,0.1239,0.0788,0.0298,0.0139,0.0196,0.0133,0.1297,0.0195,4.4604,1.7019,6.0079,5.7368,5.492,5.1787,3.8745,1.9059,2.7021,2.296,6.3826,3.0067,0.0664,0.0376,0.0944,0.0895,0.0851,0.0794,0.0559,0.0261,0.061,0.0301,0.1013,0.0671,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.2329,0.1433,0.3329,0.3153,0.2994,0.2791,0.1958,0.0962,0.2278,0.1073,0.3573,0.2496,0.09700793,1.1074295,0.027239518,0.013395228,0.20282799,0.27373004,0.22030699,0.19316566,0.04839867,0.018744996,0.02572852,0.013817802,0.13408571,0.019983588,STRIPE82-0165,4.010989,9.345738,-0.017631598,355.08094631,18.25616,17.026493,19.427748,19.346703,19.29552,19.352467,17.957863,17.32602,16.85613,17.381714,19.355215,16.824831,2.1679,2.8167,1.9514,1.9889,2.0229,2.0666,2.2522,2.5791,3.0200,2.5006,1.8997,3.0685,355.08092825443447,0.0691465,0.1012937330853751,85.84926,9867.502,9967.256,0
