source_folder,source_file,CHI2NU,ID_1,Field_ID,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,ID_gal,ra_2,dec_2,z,Norder_,Dir_,Npix_,ID_2,RA_2a,DEC_2a,Field,X,Y,THETA,A,B,ELONGATION,ELLIPTICITY,FLUX_RADIUS_50,FLUX_RADIUS_90,r_auto,e_r_auto,g_auto,e_g_auto,i_auto,e_i_auto,z_auto,e_z_auto,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,J0515_auto,e_J0515_auto,J0660_auto,e_J0660_auto,J0861_auto,e_J0861_auto,_dist_arcsec
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.42,DR4_3_STRIPE82-0023_0044512,1925_9075_STRIPE82-0023,481.3302,0.0034,56.2113,0.0045,21.337,0.1316,14.1017,0.0054,3.8039,0.0142,0.5784,0.001,9.9629,0.1128,481.3302,0.0034,56.2113,0.0045,21.3052,0.3948,16.544,0.0394,3.5449,0.0424,0.5837,0.003,9.9789,0.3186,481.3302,0.0034,56.2113,0.0045,21.3074,0.3748,16.1769,0.0434,3.5626,0.0402,0.5834,0.0028,9.9778,0.3031,481.3302,0.0034,56.2113,0.0045,21.3093,0.3567,16.2989,0.0375,3.5786,0.0383,0.583,0.0027,9.9768,0.2892,481.3302,0.0034,56.2113,0.0045,21.3119,0.3336,15.4969,0.0192,3.5992,0.0358,0.5826,0.0025,9.9755,0.2713,481.3302,0.0034,56.2113,0.0045,21.3226,0.2383,14.6096,0.0104,3.6868,0.0256,0.5808,0.0018,9.9701,0.1975,481.3302,0.0034,56.2113,0.0045,21.3415,0.1132,14.0222,0.005,3.841,0.0122,0.5777,0.0008,9.9606,0.0959,481.3302,0.0034,56.2113,0.0045,21.367,0.2419,13.4295,0.0073,4.0489,0.0259,0.5734,0.0017,9.9477,0.1786,481.3302,0.0034,56.2113,0.0045,21.3177,0.2809,14.9899,0.0097,3.647,0.0302,0.5816,0.0021,9.9726,0.2305,481.3302,0.0034,56.2113,0.0045,21.3553,0.1498,13.6697,0.0048,3.953,0.016,0.5754,0.001,9.9537,0.1116,481.3302,0.0034,56.2113,0.0045,21.3698,0.2663,13.3823,0.0075,4.0718,0.0285,0.573,0.0019,9.9463,0.197,481.3302,0.0034,56.2113,0.0045,21.3022,0.4226,16.9436,0.0341,3.5205,0.0454,0.5842,0.0032,9.9804,0.3401,525737,16.105298303,-0.18741243,0.0506851,0,0,4,DR4_3_STRIPE82-0023_0044512,16.105236764375928,-0.1872750658001463,STRIPE82-0023,2131.442,8856.558,78.559814,0.0028306746,0.0015812917,1.7902013,0.44140357,13.3444,45.736626,14.293304,0.004430605,15.142837,0.007784327,13.853364,0.004108923,13.5709915,0.005900954,17.159782,0.72156066,16.387564,0.07126123,15.903443,0.07251335,16.158577,0.07400181,15.595792,0.04033777,14.735029,0.01665586,14.180201,0.005141659,13.5917015,0.008406322,0.5418673931549526
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.204,DR4_3_STRIPE82-0023_0033839,1925_9625_STRIPE82-0023,238.5745,0.008,35.0123,0.0069,8.6299,0.1662,15.9519,0.0121,3.881,0.0569,0.6611,0.0037,86.3304,0.4361,238.5745,0.008,35.0123,0.0069,6.7572,0.3981,18.5726,0.1162,2.8997,0.1393,0.6702,0.0112,84.6192,1.2951,238.5745,0.008,35.0123,0.0069,6.8852,0.3773,18.0098,0.1087,2.9667,0.1325,0.6696,0.0106,84.7362,1.2299,238.5745,0.008,35.0123,0.0069,7.0011,0.3588,17.9209,0.0784,3.0275,0.1263,0.6691,0.0101,84.8421,1.1711,238.5745,0.008,35.0123,0.0069,7.1501,0.3352,17.4341,0.0508,3.1056,0.1185,0.6683,0.0094,84.9782,1.096,238.5745,0.008,35.0123,0.0069,7.7831,0.2428,16.488,0.0249,3.4373,0.0873,0.6653,0.0067,85.5566,0.7859,238.5745,0.008,35.0123,0.0069,8.8979,0.1653,15.8806,0.0121,4.0214,0.0534,0.6598,0.0031,86.5752,0.373,238.5745,0.008,35.0123,0.0069,10.401,0.3331,15.2651,0.0187,4.8091,0.0982,0.6526,0.0069,87.9486,0.7767,238.5745,0.008,35.0123,0.0069,7.4956,0.2829,16.8651,0.0243,3.2866,0.1011,0.6667,0.0079,85.2939,0.9245,238.5745,0.008,35.0123,0.0069,9.7078,0.2332,15.5029,0.0139,4.4459,0.068,0.6559,0.0042,87.3152,0.4806,238.5745,0.008,35.0123,0.0069,10.5666,0.3592,15.1979,0.0186,4.8959,0.1064,0.6518,0.0076,88.0999,0.8558,238.5745,0.008,35.0123,0.0069,6.5811,0.4271,19.1709,0.1159,2.8074,0.1488,0.6711,0.012,84.4583,1.3852,525738,16.142351275,-0.10663921,0.0516378,0,0,4,DR4_3_STRIPE82-0023_0033839,16.142371212378812,-0.1065327649656679,STRIPE82-0023,1888.2883,9385.119,4.7053957,9.4794895E-4,6.2918686E-4,1.5066338,0.33626872,5.5677276,12.904509,16.262318,0.008907238,17.069782,0.014866938,15.839962,0.008338418,15.569107,0.011935887,18.753653,0.118440345,18.399998,0.14505105,17.963442,0.15489972,17.88766,0.11612575,17.585089,0.08032309,16.795473,0.03534493,16.185783,0.010590961,15.64063,0.017804094,0.3898659227209517
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.194,DR4_3_STRIPE82-0023_0028429,2475_6875_STRIPE82-0023,251.3834,0.0038,188.3096,0.0035,8.8037,0.1134,15.4896,0.0085,4.4803,0.0423,0.5973,0.0023,-48.6173,0.2335,251.3834,0.0038,188.3096,0.0035,7.9039,0.313,17.8407,0.0545,3.597,0.1165,0.5922,0.0071,-48.8371,0.6913,251.3834,0.0038,188.3096,0.0035,7.9654,0.2968,17.5828,0.0649,3.6573,0.1106,0.5925,0.0067,-48.8221,0.6566,251.3834,0.0038,188.3096,0.0035,8.0211,0.2822,17.7038,0.0587,3.712,0.1053,0.5928,0.0064,-48.8085,0.6253,251.3834,0.0038,188.3096,0.0035,8.0927,0.2637,16.9951,0.0331,3.7823,0.0986,0.5933,0.006,-48.791,0.5853,251.3834,0.0038,188.3096,0.0035,8.3968,0.1886,16.0152,0.0171,4.0809,0.0711,0.595,0.0043,-48.7167,0.4201,251.3834,0.0038,188.3096,0.0035,8.9325,0.1053,15.3941,0.0081,4.6067,0.0383,0.598,0.002,-48.5859,0.1995,251.3834,0.0038,188.3096,0.0035,9.6548,0.2223,14.7872,0.0126,5.3157,0.0774,0.6021,0.0042,-48.4095,0.4123,251.3834,0.0038,188.3096,0.0035,8.2587,0.2218,16.4209,0.0168,3.9453,0.0833,0.5942,0.005,-48.7505,0.494,251.3834,0.0038,188.3096,0.0035,9.3216,0.1468,15.0303,0.0089,4.9887,0.0507,0.6002,0.0026,-48.4908,0.2551,251.3834,0.0038,188.3096,0.0035,9.7343,0.2421,14.7436,0.0129,5.3938,0.0846,0.6026,0.0047,-48.39,0.4543,251.3834,0.0038,188.3096,0.0035,7.8192,0.3354,18.3958,0.0545,3.5139,0.1246,0.5917,0.0076,-48.8578,0.7393,525589,16.056418665,-0.503275639,0.0518928,0,0,4,DR4_3_STRIPE82-0023_0028429,16.056415069603872,-0.5032638664063888,STRIPE82-0023,2451.242,6788.1235,-41.545452,0.0011376212,7.3362666E-4,1.550647,0.3551079,5.647677,16.5608,15.734124,0.0064751008,16.59124,0.011455885,15.284758,0.005901242,15.038877,0.008681085,18.46323,0.105993,17.98005,0.114034384,18.005098,0.18504104,18.00707,0.15120234,17.214615,0.06729221,16.176815,0.024113184,15.626983,0.007589883,15.051476,0.012289113,0.0443136218218411
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.21,DR4_3_STRIPE82-0023_0043894,2475_7425_STRIPE82-0023,428.85,0.0023,171.4854,0.0026,13.9243,0.227,14.7023,0.0081,6.8839,0.0576,0.7577,0.002,35.7587,0.3175,428.85,0.0023,171.4854,0.0026,11.2006,0.5484,17.1946,0.0444,4.9692,0.1409,0.7665,0.0054,34.1006,0.9095,428.85,0.0023,171.4854,0.0026,11.3867,0.52,16.9075,0.0493,5.1,0.1339,0.7659,0.0052,34.2138,0.8648,428.85,0.0023,171.4854,0.0026,11.5552,0.4946,16.8109,0.0391,5.2186,0.1276,0.7653,0.0049,34.3165,0.8245,428.85,0.0023,171.4854,0.0026,11.772,0.4624,16.1586,0.0264,5.3709,0.1196,0.7646,0.0046,34.4484,0.7729,428.85,0.0023,171.4854,0.0026,12.6927,0.3355,15.2594,0.0151,6.0181,0.0877,0.7617,0.0034,35.0089,0.56,428.85,0.0023,171.4854,0.0026,14.314,0.2236,14.6116,0.0078,7.1579,0.0548,0.7564,0.0018,35.996,0.2706,428.85,0.0023,171.4854,0.0026,16.5002,0.4469,14.0058,0.0119,8.6947,0.1039,0.7493,0.0031,37.3269,0.5226,428.85,0.0023,171.4854,0.0026,12.2745,0.3907,15.6245,0.0166,5.7242,0.1017,0.763,0.004,34.7544,0.6552,428.85,0.0023,171.4854,0.0026,15.4919,0.3118,14.2386,0.0092,7.9859,0.0721,0.7526,0.002,36.7131,0.3258,428.85,0.0023,171.4854,0.0026,16.741,0.4823,13.9441,0.0123,8.864,0.1125,0.7485,0.0034,37.4735,0.5761,428.85,0.0023,171.4854,0.0026,10.9444,0.5879,17.5956,0.0423,4.7891,0.1507,0.7673,0.0058,33.9446,0.9714,525584,16.029310374,-0.421824993,0.0499011,0,0,4,DR4_3_STRIPE82-0023_0043894,16.02925864642351,-0.4218097781158872,STRIPE82-0023,2628.9485,7321.315,64.509834,0.0012169487,8.9402223E-4,1.3612491,0.26538056,6.1463137,17.138935,15.158938,0.0042597773,16.001175,0.007344195,14.738115,0.003955248,14.450736,0.005520098,17.615862,0.0524037,17.376583,0.07029348,17.076473,0.0845132,17.134674,0.07274179,16.539753,0.038997605,15.652869,0.016155327,15.068508,0.00503929,14.499799,0.008065956,0.1941027675709742
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.22,DR4_3_STRIPE82-0023_0039213,2475_7975_STRIPE82-0023,187.3546,0.0091,29.1561,0.0092,2.4854,0.0503,17.4998,0.0183,3.2243,0.1382,0.7329,0.0117,-44.3585,1.699,187.3546,0.0091,29.1561,0.0092,2.2821,0.135,19.5781,0.1392,2.4962,0.3609,0.6903,0.0322,-46.5984,4.6783,187.3546,0.0091,29.1561,0.0092,2.296,0.1276,19.0888,0.1383,2.5459,0.3424,0.6932,0.0306,-46.4453,4.4361,187.3546,0.0091,29.1561,0.0092,2.3085,0.1211,19.3503,0.1383,2.591,0.3259,0.6958,0.0292,-46.3067,4.2182,187.3546,0.0091,29.1561,0.0092,2.3247,0.1127,18.7489,0.0788,2.6489,0.3048,0.6992,0.0273,-46.1284,3.9409,187.3546,0.0091,29.1561,0.0092,2.3934,0.0794,17.9666,0.0402,2.8951,0.22,0.7136,0.0197,-45.3713,2.8173,187.3546,0.0091,29.1561,0.0092,2.5145,0.0497,17.42,0.0187,3.3285,0.1305,0.739,0.0105,-44.038,1.5829,187.3546,0.0091,29.1561,0.0092,2.6776,0.1112,16.9459,0.0326,3.9129,0.2639,0.7732,0.0209,-42.2402,3.3493,187.3546,0.0091,29.1561,0.0092,2.3622,0.094,18.2596,0.0334,2.7833,0.2573,0.7071,0.0231,-45.7152,3.3139,187.3546,0.0091,29.1561,0.0092,2.6024,0.0752,17.1382,0.022,3.6434,0.1784,0.7574,0.0137,-43.0693,2.2163,187.3546,0.0091,29.1561,0.0092,2.6956,0.1204,16.898,0.032,3.9773,0.2866,0.7769,0.0229,-42.0421,3.6475,187.3546,0.0091,29.1561,0.0092,2.263,0.1452,20.1927,0.1452,2.4277,0.3865,0.6863,0.0345,-46.809,5.0144,426748,16.066198495,-0.359546124,0.0494853,0,0,4,DR4_3_STRIPE82-0023_0039213,16.066147897594114,-0.3595143032443155,STRIPE82-0023,2387.4385,7729.0786,-48.844364,4.7651035E-4,4.282775E-4,1.1125622,0.10117382,2.9678378,7.6020417,17.6166,0.017606322,18.330198,0.027431492,17.285343,0.017903812,17.028948,0.02636955,20.277336,0.27070764,19.26623,0.18037015,19.025988,0.23147024,19.41991,0.27023208,18.70665,0.12967978,17.86927,0.05551595,17.51444,0.020642955,17.02959,0.036887422,0.2151751401487417
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.378,DR4_3_STRIPE82-0023_0030775,2475_10175_STRIPE82-0023,512.1598,0.011,251.8952,0.0082,5.51,0.0512,16.7845,0.0103,1.9753,0.0289,0.3958,0.0023,-54.0045,0.232,512.1598,0.011,251.8952,0.0082,5.2603,0.1465,18.2507,0.0633,2.2519,0.0795,0.401,0.0073,-53.8997,0.6617,512.1598,0.011,251.8952,0.0082,5.2773,0.1389,17.7966,0.0647,2.233,0.0756,0.4006,0.0069,-53.9069,0.628,512.1598,0.011,251.8952,0.0082,5.2928,0.1321,17.7392,0.0477,2.2159,0.0722,0.4003,0.0066,-53.9134,0.5977,512.1598,0.011,251.8952,0.0082,5.3127,0.1234,17.5189,0.0369,2.1939,0.0677,0.3999,0.0061,-53.9217,0.559,512.1598,0.011,251.8952,0.0082,5.3971,0.088,17.1551,0.0241,2.1004,0.0495,0.3981,0.0043,-53.9571,0.4008,512.1598,0.011,251.8952,0.0082,5.5458,0.0465,16.7821,0.0108,1.9357,0.025,0.395,0.0021,-54.0195,0.2073,512.1598,0.011,251.8952,0.0082,5.7462,0.0997,16.3372,0.0179,1.7137,0.046,0.3908,0.005,-54.1036,0.4324,512.1598,0.011,251.8952,0.0082,5.3588,0.1037,17.3582,0.0165,2.1428,0.0576,0.3989,0.0051,-53.941,0.4711,512.1598,0.011,251.8952,0.0082,5.6538,0.0645,16.4879,0.0106,1.8161,0.0295,0.3928,0.0031,-54.0648,0.2782,512.1598,0.011,251.8952,0.0082,5.7683,0.1089,16.3137,0.0162,1.6892,0.0506,0.3904,0.0054,-54.1128,0.4734,512.1598,0.011,251.8952,0.0082,5.2368,0.1569,18.4695,0.0478,2.2779,0.0848,0.4015,0.0079,-53.8899,0.7083,427669,16.016680624,0.010463411,0.0512218,0,0,4,DR4_3_STRIPE82-0023_0030775,16.01649539994993,0.0106506313355242,STRIPE82-0023,2712.236,10152.271,-45.37346,8.0977683E-4,5.519907E-4,1.4668666,0.31827474,4.5201597,11.194239,16.790956,0.014536124,17.352406,0.01997984,16.458908,0.014723274,16.28597,0.022655234,18.7287,0.11717441,18.32114,0.13531846,17.750984,0.1276535,17.888979,0.123000495,17.415071,0.07356799,17.096384,0.048660703,16.762169,0.018116733,16.276411,0.0313616,0.9481022332202844
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.156,DR4_3_STRIPE82-0023_0040652,3025_7975_STRIPE82-0023,47.4999,0.0186,278.8329,0.009,11.0979,0.0298,16.228,0.0052,0.7168,0.0059,0.1471,0.0006,64.2556,0.0445,47.4999,0.0186,278.8329,0.009,11.8491,0.0929,18.5654,0.0852,0.4522,0.0164,0.1495,0.0016,64.361,0.1286,47.4999,0.0186,278.8329,0.009,11.7977,0.0881,18.1509,0.0907,0.4703,0.0155,0.1494,0.0015,64.3538,0.1223,47.4999,0.0186,278.8329,0.009,11.7512,0.0837,18.064,0.0681,0.4866,0.0148,0.1492,0.0015,64.3473,0.1166,47.4999,0.0186,278.8329,0.009,11.6915,0.0781,17.5444,0.039,0.5077,0.0139,0.149,0.0014,64.3389,0.1093,47.4999,0.0186,278.8329,0.009,11.4376,0.0551,16.8049,0.0182,0.5972,0.01,0.1482,0.001,64.3032,0.079,47.4999,0.0186,278.8329,0.009,10.9904,0.0258,16.1156,0.0056,0.7547,0.0053,0.1468,0.0005,64.2405,0.0379,47.4999,0.0186,278.8329,0.009,10.3875,0.0599,15.5023,0.0082,0.9671,0.0109,0.1448,0.0009,64.1559,0.0741,47.4999,0.0186,278.8329,0.009,11.5529,0.0654,17.0988,0.0094,0.5565,0.0117,0.1486,0.0012,64.3194,0.0925,47.4999,0.0186,278.8329,0.009,10.6656,0.037,15.7525,0.0046,0.8691,0.0071,0.1457,0.0006,64.1949,0.046,47.4999,0.0186,278.8329,0.009,10.3211,0.0658,15.4337,0.0067,0.9905,0.0119,0.1446,0.001,64.1466,0.0817,47.4999,0.0186,278.8329,0.009,11.9197,0.0996,19.0596,0.0804,0.4273,0.0175,0.1498,0.0017,64.3709,0.1374,426747,16.003445166,-0.321440729,0.0505484,0,0,4,DR4_3_STRIPE82-0023_0040652,16.00349024277646,-0.3213796928598387,STRIPE82-0023,2797.5632,7978.7236,26.072262,0.0014171279,4.2484427E-4,3.3356328,0.7002068,7.0633254,16.01702,16.19224,0.008616536,17.014565,0.014728534,15.73874,0.007860655,15.413141,0.010821872,18.717241,0.116666384,18.258259,0.12844893,17.85051,0.14053416,17.891186,0.11918002,17.531261,0.07899717,16.688457,0.033877477,16.100563,0.01021004,15.483846,0.016108967,0.2731558504819253
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.204,DR4_3_STRIPE82-0023_0038548,3025_8525_STRIPE82-0023,315.4979,0.0049,173.3092,0.0041,5.9596,0.1374,16.0885,0.0125,5.5402,0.1034,0.6158,0.004,58.5612,0.3792,315.4979,0.0049,173.3092,0.0041,4.6125,0.3311,18.4843,0.0769,4.4137,0.2541,0.6034,0.0109,59.4093,1.1724,315.4979,0.0049,173.3092,0.0041,4.7046,0.3138,18.2943,0.0935,4.4906,0.2418,0.6042,0.0104,59.3513,1.1118,315.4979,0.0049,173.3092,0.0041,4.7879,0.2983,18.3209,0.0795,4.5604,0.2308,0.605,0.0099,59.2988,1.0572,315.4979,0.0049,173.3092,0.0041,4.8951,0.2787,17.4824,0.0436,4.65,0.2167,0.606,0.0093,59.2313,0.9875,315.4979,0.0049,173.3092,0.0041,5.3505,0.2015,16.6395,0.0242,5.0308,0.1602,0.6102,0.0068,58.9447,0.6995,315.4979,0.0049,173.3092,0.0041,6.1523,0.1365,16.0221,0.0123,5.7014,0.0958,0.6176,0.0035,58.4399,0.3271,315.4979,0.0049,173.3092,0.0041,7.2336,0.2766,15.4036,0.0189,6.6056,0.1719,0.6276,0.0064,57.7591,0.7395,315.4979,0.0049,173.3092,0.0041,5.1437,0.235,16.9955,0.0249,4.8578,0.1851,0.6083,0.0079,59.0749,0.8281,315.4979,0.0049,173.3092,0.0041,6.7349,0.1933,15.6361,0.0143,6.1886,0.1187,0.623,0.0041,58.0731,0.4557,315.4979,0.0049,173.3092,0.0041,7.3527,0.2984,15.3462,0.0192,6.7052,0.1866,0.6287,0.007,57.6842,0.8139,315.4979,0.0049,173.3092,0.0041,4.4858,0.3552,18.9499,0.0741,4.3077,0.2712,0.6022,0.0117,59.489,1.2561,426745,15.962606715,-0.253500023,0.0493287,0,0,4,DR4_3_STRIPE82-0023_0038548,15.962545842787874,-0.2534477755334913,STRIPE82-0023,3065.542,8423.411,30.950512,8.1219565E-4,5.560225E-4,1.4607744,0.3154316,4.123619,11.305499,16.342117,0.008066276,17.162292,0.013679608,15.951728,0.0077359113,15.661232,0.010845274,19.07388,0.13296236,18.990408,0.20411545,18.639376,0.23237596,18.586836,0.18085122,17.717537,0.07509524,16.915232,0.033169474,16.27628,0.009748955,15.724296,0.01603738,0.2887898245108243
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.152,DR4_3_STRIPE82-0023_0030992,3575_6875_STRIPE82-0023,101.1283,0.0034,101.4929,0.003,5.6532,0.0668,15.6059,0.0079,5.4286,0.056,0.549,0.0024,-77.0096,0.2171,101.1283,0.0034,101.4929,0.003,5.7437,0.1948,18.0846,0.0507,4.3256,0.1608,0.5555,0.0069,-77.7561,0.6135,101.1283,0.0034,101.4929,0.003,5.7376,0.1849,17.7317,0.0548,4.4009,0.1525,0.5551,0.0066,-77.7051,0.5837,101.1283,0.0034,101.4929,0.003,5.732,0.1759,17.9213,0.0543,4.4692,0.1451,0.5547,0.0063,-77.6589,0.5568,101.1283,0.0034,101.4929,0.003,5.7248,0.1644,17.1107,0.0279,4.557,0.1355,0.5542,0.0059,-77.5995,0.5224,101.1283,0.0034,101.4929,0.003,5.6942,0.1175,16.1223,0.015,4.9298,0.0967,0.5519,0.0043,-77.3472,0.3802,101.1283,0.0034,101.4929,0.003,5.6403,0.0592,15.5268,0.0074,5.5864,0.0507,0.548,0.002,-76.9028,0.1844,101.1283,0.0034,101.4929,0.003,5.5676,0.1264,14.9104,0.0111,6.4718,0.1089,0.5428,0.004,-76.3037,0.3438,101.1283,0.0034,101.4929,0.003,5.7081,0.1384,16.5147,0.0146,4.7605,0.1139,0.5529,0.005,-77.4618,0.4438,101.1283,0.0034,101.4929,0.003,5.6011,0.0804,15.1479,0.0076,6.0635,0.0703,0.5452,0.0025,-76.58,0.2146,101.1283,0.0034,101.4929,0.003,5.5596,0.1385,14.8463,0.0117,6.5693,0.1191,0.5422,0.0044,-76.2377,0.3792,101.1283,0.0034,101.4929,0.003,5.7523,0.2086,18.6206,0.0501,4.2218,0.1723,0.5562,0.0074,-77.8263,0.6548,525579,15.844139245,-0.461693271,0.0502131,0,0,4,DR4_3_STRIPE82-0023_0030992,15.84403108342726,-0.4616558857713789,STRIPE82-0023,3841.388,7060.55,-11.279711,9.22146E-4,7.174351E-4,1.2853345,0.22199237,4.20377,13.2033,15.755146,0.0058954954,16.644617,0.010669784,15.335317,0.0055098077,15.028397,0.0075909463,18.632372,0.10770478,18.153074,0.11654435,17.756193,0.12779897,18.023045,0.1333225,17.323975,0.06504424,16.265146,0.023033954,15.685773,0.0071562566,15.0974655,0.011418075,0.4119731151540261
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.16,DR4_3_STRIPE82-0023_0029709,3575_6875_STRIPE82-0023,100.9492,0.0039,100.8022,0.0046,4.9801,0.0631,16.1384,0.009,5.1361,0.0761,0.2702,0.0017,7.7143,0.1375,100.9492,0.0039,100.8022,0.0046,5.0082,0.1822,18.4827,0.0606,4.3931,0.2166,0.3029,0.0048,7.4044,0.3848,100.9492,0.0039,100.8022,0.0046,5.0063,0.1729,18.2375,0.072,4.4438,0.2055,0.3006,0.0045,7.4256,0.3662,100.9492,0.0039,100.8022,0.0046,5.0046,0.1645,18.0755,0.0532,4.4898,0.1955,0.2986,0.0043,7.4448,0.3494,100.9492,0.0039,100.8022,0.0046,5.0023,0.1537,17.422,0.0311,4.5489,0.1828,0.296,0.0041,7.4694,0.328,100.9492,0.0039,100.8022,0.0046,4.9928,0.1099,16.6351,0.0177,4.8001,0.1307,0.2849,0.003,7.5742,0.2394,100.9492,0.0039,100.8022,0.0046,4.9761,0.0564,16.086,0.0086,5.2424,0.0689,0.2655,0.0015,7.7586,0.1167,100.9492,0.0039,100.8022,0.0046,4.9535,0.1199,15.5581,0.0133,5.8387,0.146,0.2392,0.0027,8.0073,0.2129,100.9492,0.0039,100.8022,0.0046,4.9971,0.1294,16.9549,0.0163,4.686,0.1538,0.29,0.0035,7.5266,0.279,100.9492,0.0039,100.8022,0.0046,4.9639,0.0768,15.7385,0.009,5.5637,0.0945,0.2513,0.0017,7.8926,0.1333,100.9492,0.0039,100.8022,0.0046,4.951,0.1313,15.474,0.0137,5.9044,0.1596,0.2363,0.003,8.0347,0.2349,100.9492,0.0039,100.8022,0.0046,5.0109,0.1951,18.8811,0.054,4.3232,0.232,0.3059,0.0051,7.3753,0.4105,525580,15.845538941,-0.46928788,0.0500693,0,0,4,DR4_3_STRIPE82-0023_0029709,15.845463276803866,-0.4692216148424666,STRIPE82-0023,3832.0164,7011.0273,79.163086,9.43517E-4,5.022487E-4,1.8786211,0.4676947,3.630538,11.073085,16.24272,0.007882953,17.060757,0.013458911,15.870065,0.007691971,15.621966,0.011237955,19.010284,0.13078964,18.489927,0.13672401,18.036215,0.14284281,17.89498,0.10256435,17.467947,0.06424821,16.723087,0.030241285,16.15038,0.00946601,15.654912,0.016375814,0.3620776427667946
