source_folder,source_file,CHI2NU,ID_1,Field_ID,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,ID_gal,ra_2,dec_2,z,Norder_,Dir_,Npix_,ID_2,RA_2a,DEC_2a,Field,X,Y,THETA,A,B,ELONGATION,ELLIPTICITY,FLUX_RADIUS_50,FLUX_RADIUS_90,r_auto,e_r_auto,g_auto,e_g_auto,i_auto,e_i_auto,z_auto,e_z_auto,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,J0515_auto,e_J0515_auto,J0660_auto,e_J0660_auto,J0861_auto,e_J0861_auto,_dist_arcsec
MorphoSPLUS_1013,MorphoSPLUS_1013_GalfitM_output.csv,1.148,DR4_3_STRIPE82-0141_0006722,5225_2475_STRIPE82-0141,101.4069,0.0085,101.8237,0.009,6.6311,0.4879,16.8845,0.0421,8.0408,0.3706,0.8342,0.0116,-34.4257,2.5895,101.4069,0.0085,101.8237,0.009,6.7083,1.4555,19.3198,0.1755,7.4946,1.1162,0.7842,0.0349,-38.2881,7.9327,101.4069,0.0085,101.8237,0.009,6.703,1.3828,19.6882,0.3506,7.5319,1.0599,0.7876,0.0332,-38.0242,7.5134,101.4069,0.0085,101.8237,0.009,6.6983,1.3172,19.2022,0.2028,7.5658,1.0091,0.7907,0.0316,-37.7851,7.1357,101.4069,0.0085,101.8237,0.009,6.6921,1.2333,18.7446,0.1453,7.6092,0.9442,0.7947,0.0296,-37.4777,6.6536,101.4069,0.0085,101.8237,0.009,6.666,0.8861,17.4506,0.0729,7.7938,0.6758,0.8116,0.0212,-36.1722,4.6772,101.4069,0.0085,101.8237,0.009,6.62,0.4112,16.6785,0.037,8.1190,0.3144,0.8413,0.0098,-33.8731,2.3302,101.4069,0.0085,101.8237,0.009,6.5581,0.8432,16.1198,0.0538,8.5574,0.6638,0.8814,0.0203,-30.7729,5.4488,101.4069,0.0085,101.8237,0.009,6.6779,1.0416,17.8747,0.0781,7.7100,0.7959,0.8039,0.0249,-36.7652,5.5566,101.4069,0.0085,101.8237,0.009,6.5866,0.5149,16.3802,0.0363,8.3552,0.4067,0.8629,0.0124,-32.2027,3.4461,101.4069,0.0085,101.8237,0.009,6.5512,0.9311,16.0744,0.0581,8.6057,0.7322,0.8859,0.0225,-30.4314,5.9684,101.4069,0.0085,101.8237,0.009,6.7156,1.556,19.9472,0.1872,7.4433,1.1941,0.7795,0.0374,-38.6513,8.5132,166725,338.821301658,-1.181658386,0.089458,0,0,4,DR4_3_STRIPE82-0141_0006722,338.8213124642827,-1.181650258176604,STRIPE82-0141,4969.398,2347.798,-32.506752,6.331166E-4,5.7862734E-4,1.0941666,0.08606243,4.044061,11.232807,17.252851,0.016407033,18.283434,0.035432175,16.78584,0.01478363,16.430445,0.01962785,19.605959,0.18158944,19.89634,0.40020704,20.487377,1.1097784,19.14698,0.26930997,19.465704,0.3319984,17.899752,0.073737316,17.07292,0.017760204,16.521559,0.02870938,0.0486716268169211
MorphoSPLUS_1013,MorphoSPLUS_1013_GalfitM_output.csv,1.205,DR4_3_STRIPE82-0141_0009758,5225_3025_STRIPE82-0141,171.4828,0.0082,176.8275,0.0066,3.2913,0.0508,17.1427,0.015,3.6132,0.1019,0.5498,0.0073,62.1327,0.6034,171.4828,0.0082,176.8275,0.0066,3.1145,0.1664,19.7056,0.1385,2.9826,0.3196,0.5252,0.0217,64.5743,1.828,171.4828,0.0082,176.8275,0.0066,3.1265,0.1575,20.0123,0.2962,3.0257,0.3030,0.5268,0.0206,64.4075,1.7359,171.4828,0.0082,176.8275,0.0066,3.1375,0.1495,19.4417,0.1525,3.0647,0.2879,0.5284,0.0197,64.2564,1.6527,171.4828,0.0082,176.8275,0.0066,3.1516,0.1392,19.1172,0.1112,3.1149,0.2688,0.5303,0.0184,64.0621,1.5464,171.4828,0.0082,176.8275,0.0066,3.2114,0.097,17.7254,0.0343,3.3280,0.1896,0.5387,0.0133,63.2367,1.1064,171.4828,0.0082,176.8275,0.0066,3.3166,0.0444,16.922,0.0139,3.7034,0.0881,0.5534,0.0061,61.7833,0.5091,171.4828,0.0082,176.8275,0.0066,3.4586,0.1113,16.3475,0.0216,4.2095,0.2047,0.5732,0.0124,59.8235,1.0774,171.4828,0.0082,176.8275,0.0066,3.1842,0.1159,18.1494,0.0304,3.2312,0.2250,0.5349,0.0156,63.6116,1.3034,171.4828,0.0082,176.8275,0.0066,3.3931,0.0683,16.5984,0.0143,3.9761,0.1259,0.564,0.0075,60.7274,0.6563,171.4828,0.0082,176.8275,0.0066,3.4742,0.1224,16.2576,0.0217,4.2653,0.2252,0.5753,0.0137,59.6076,1.1895,171.4828,0.0082,176.8275,0.0066,3.0978,0.1786,20.1615,0.1295,2.9233,0.3426,0.5228,0.0232,64.804,1.9554,166722,338.798067267,-1.093232114,0.0900874,0,0,4,DR4_3_STRIPE82-0141_0009758,338.79807456390284,-1.0932019993826294,STRIPE82-0141,5121.4663,2926.77,35.119762,6.08136E-4,4.6578437E-4,1.3055962,0.23406643,3.5270393,9.4408,17.192865,0.012822423,18.159874,0.025819967,16.691391,0.011143295,16.364136,0.01493383,20.383654,0.30020913,19.774857,0.28926167,20.001442,0.57076645,20.293442,0.61779,18.93609,0.16389911,17.804447,0.054677404,17.004251,0.013829176,16.45491,0.02185974,0.1115486352297841
MorphoSPLUS_1013,MorphoSPLUS_1013_GalfitM_output.csv,1.205,DR4_3_STRIPE82-0141_0010582,5225_3025_STRIPE82-0141,162.6475,0.0193,352.728,0.013,4.6848,0.0849,17.6681,0.0192,2.1178,0.0671,0.3961,0.0063,-75.3241,0.5011,162.6475,0.0193,352.728,0.013,4.8416,0.2578,19.8471,0.1801,2.0195,0.2053,0.4121,0.0196,-74.8339,1.4848,162.6475,0.0193,352.728,0.013,4.8308,0.2448,20.3375,0.4561,2.0262,0.1949,0.411,0.0186,-74.8674,1.4111,162.6475,0.0193,352.728,0.013,4.8211,0.2331,20.1345,0.3211,2.0323,0.1854,0.41,0.0177,-74.8977,1.3447,162.6475,0.0193,352.728,0.013,4.8087,0.2181,19.2991,0.1455,2.0401,0.1734,0.4087,0.0166,-74.9368,1.2597,162.6475,0.0193,352.728,0.013,4.7557,0.1561,18.2063,0.0502,2.0734,0.1235,0.4033,0.0118,-75.1025,0.9075,162.6475,0.0193,352.728,0.013,4.6624,0.0713,17.4329,0.0181,2.1319,0.0571,0.3938,0.0053,-75.3943,0.4205,162.6475,0.0193,352.728,0.013,4.5366,0.1508,16.9518,0.028,2.2108,0.1247,0.3809,0.0116,-75.7878,0.8442,162.6475,0.0193,352.728,0.013,4.7798,0.1839,18.5343,0.036,2.0583,0.1458,0.4058,0.014,-75.0272,1.0652,162.6475,0.0193,352.728,0.013,4.5946,0.0915,17.1806,0.017,2.1744,0.0763,0.3868,0.007,-75.6063,0.5145,162.6475,0.0193,352.728,0.013,4.5227,0.1666,16.9335,0.0271,2.2195,0.1375,0.3795,0.0128,-75.8311,0.9331,162.6475,0.0193,352.728,0.013,4.8563,0.2758,20.5135,0.2007,2.0103,0.2198,0.4136,0.021,-74.7878,1.5867,166723,338.799424485,-1.066359179,0.089616,0,0,4,DR4_3_STRIPE82-0141_0010582,338.7994309043887,-1.0663359888527713,STRIPE82-0141,5112.588,3102.628,-15.190432,6.5844756E-4,3.94095E-4,1.6707686,0.4014731,3.8840551,9.0453,17.770538,0.022513155,18.55689,0.039208505,17.263224,0.019544663,16.989418,0.02786494,20.034979,0.23510695,20.054962,0.404885,19.860245,0.537023,20.2186,0.62137383,19.272177,0.23896277,18.181353,0.082202755,17.577517,0.024217365,17.00947,0.038228,0.0866230028022523
MorphoSPLUS_1013,MorphoSPLUS_1013_GalfitM_output.csv,1.183,DR4_3_STRIPE82-0141_0014732,5225_4125_STRIPE82-0141,351.5753,0.0223,61.5528,0.0185,5.7105,0.1963,17.5708,0.0252,2.6563,0.1067,0.6459,0.0098,-77.1169,1.0768,351.5753,0.0223,61.5528,0.0185,4.3657,0.4746,19.9169,0.2096,1.8526,0.2622,0.6412,0.0297,-73.3145,3.4086,351.5753,0.0223,61.5528,0.0185,4.4576,0.4492,19.4369,0.2186,1.9075,0.2492,0.6416,0.0281,-73.5743,3.2308,351.5753,0.0223,61.5528,0.0185,4.5409,0.4265,19.186,0.1557,1.9572,0.2375,0.6418,0.0268,-73.8097,3.0704,351.5753,0.0223,61.5528,0.0185,4.6479,0.3977,19.3502,0.1689,2.0212,0.2227,0.6422,0.025,-74.1123,2.8653,351.5753,0.0223,61.5528,0.0185,5.1025,0.2851,18.2112,0.0623,2.2929,0.1634,0.6438,0.0178,-75.3976,2.0185,351.5753,0.0223,61.5528,0.0185,5.9029,0.1983,17.4016,0.0255,2.7713,0.1010,0.6466,0.0084,-77.661,0.9279,351.5753,0.0223,61.5528,0.0185,6.9823,0.4142,16.8057,0.0413,3.4164,0.1902,0.6503,0.0185,-80.713,2.1787,351.5753,0.0223,61.5528,0.0185,4.896,0.3338,18.4705,0.0508,2.1695,0.1894,0.6431,0.021,-74.8138,2.397,351.5753,0.0223,61.5528,0.0185,6.4845,0.2892,17.056,0.0294,3.1189,0.1316,0.6486,0.0114,-79.3054,1.3349,351.5753,0.0223,61.5528,0.0185,7.1012,0.4465,16.7175,0.0396,3.4875,0.2060,0.6507,0.0203,-81.0492,2.3983,351.5753,0.0223,61.5528,0.0185,4.2393,0.51,20.5441,0.2244,1.7770,0.2803,0.6408,0.0318,-72.9569,3.6546,167571,338.770537973,-0.942767197,0.0887763,0,0,4,DR4_3_STRIPE82-0141_0014732,338.77052796636184,-0.942757287450676,STRIPE82-0141,5301.737,3911.5327,-1.8716569,7.3780434E-4,5.7181006E-4,1.2902852,0.22497755,4.4273024,10.821659,17.719488,0.028938957,18.57276,0.054142475,17.291111,0.026947785,17.03408,0.039350986,19.914104,0.29295594,20.329277,0.7275181,21.259743,2.7135718,19.453629,0.4247566,20.05515,0.6772771,18.505125,0.1512372,17.621292,0.03385493,17.05008,0.05369564,0.0506954738880642
MorphoSPLUS_1013,MorphoSPLUS_1013_GalfitM_output.csv,1.167,DR4_3_STRIPE82-0141_0009081,5775_3025_STRIPE82-0141,456.6507,0.0189,30.9314,0.0154,6.7593,0.0331,16.6131,0.0079,0.7796,0.0078,0.7775,0.0026,68.4012,0.6754,456.6507,0.0189,30.9314,0.0154,7.1272,0.0939,18.0537,0.0524,0.6646,0.0206,0.7678,0.0077,69.1743,1.8913,456.6507,0.0189,30.9314,0.0154,7.1021,0.0891,18.0863,0.0847,0.6725,0.0196,0.7684,0.0073,69.1215,1.7942,456.6507,0.0189,30.9314,0.0154,7.0793,0.0848,17.9726,0.0653,0.6796,0.0187,0.769,0.007,69.0736,1.7069,456.6507,0.0189,30.9314,0.0154,7.05,0.0793,17.5497,0.0424,0.6888,0.0175,0.7698,0.0065,69.0121,1.5956,456.6507,0.0189,30.9314,0.0154,6.9256,0.0567,17.0149,0.0236,0.7276,0.0126,0.7731,0.0046,68.7508,1.1424,456.6507,0.0189,30.9314,0.0154,6.7066,0.0298,16.4684,0.0083,0.7960,0.0072,0.7789,0.0024,68.2906,0.617,456.6507,0.0189,30.9314,0.0154,6.4113,0.0628,16.0866,0.0147,0.8883,0.0145,0.7867,0.0052,67.6701,1.2963,456.6507,0.0189,30.9314,0.0154,6.9821,0.0667,17.2393,0.013,0.7100,0.0148,0.7716,0.0054,68.8695,1.3433,456.6507,0.0189,30.9314,0.0154,6.5475,0.0407,16.1972,0.0079,0.8457,0.0097,0.7831,0.0034,67.9562,0.8472,456.6507,0.0189,30.9314,0.0154,6.3787,0.0687,16.0077,0.012,0.8985,0.0157,0.7875,0.0057,67.6017,1.4151,456.6507,0.0189,30.9314,0.0154,7.1618,0.1006,18.4075,0.044,0.6538,0.0221,0.7669,0.0083,69.247,2.0258,166714,338.670490672,-1.115513836,0.0918558,0,0,4,DR4_3_STRIPE82-0141_0009081,338.6704043884942,-1.1154857488567924,STRIPE82-0141,5956.9917,2780.9038,25.170244,9.087325E-4,7.3100993E-4,1.2431102,0.19556606,6.4296813,12.589199,16.587372,0.011402505,17.262716,0.017915856,16.181177,0.0108334,15.968311,0.016263949,18.565601,0.08956016,17.972607,0.08815536,18.250614,0.18121389,17.930971,0.11253651,17.427921,0.06550511,17.000494,0.041242905,16.475548,0.013113017,16.068989,0.024028787,0.3266076940232618
MorphoSPLUS_1013,MorphoSPLUS_1013_GalfitM_output.csv,1.167,DR4_3_STRIPE82-0141_0009549,5775_3025_STRIPE82-0141,376.1591,0.0057,127.2708,0.0055,4.1586,0.0938,16.5985,0.0158,5.6646,0.1380,0.5555,0.0055,-48.2055,0.4609,376.1591,0.0057,127.2708,0.0055,4.2593,0.2826,19.061,0.0941,5.4775,0.4175,0.5338,0.0166,-50.7772,1.4103,376.1591,0.0057,127.2708,0.0055,4.2525,0.2684,18.9506,0.1349,5.4903,0.3965,0.5353,0.0158,-50.6015,1.3386,376.1591,0.0057,127.2708,0.0055,4.2462,0.2556,18.9246,0.1127,5.5018,0.3775,0.5367,0.015,-50.4423,1.2739,376.1591,0.0057,127.2708,0.0055,4.2382,0.2393,18.2843,0.0665,5.5167,0.3532,0.5384,0.014,-50.2377,1.1913,376.1591,0.0057,127.2708,0.0055,4.2042,0.1716,17.0948,0.0295,5.5800,0.2526,0.5457,0.0101,-49.3684,0.8493,376.1591,0.0057,127.2708,0.0055,4.1442,0.0789,16.41,0.0142,5.6914,0.1167,0.5586,0.0047,-47.8375,0.3907,376.1591,0.0057,127.2708,0.0055,4.0634,0.1644,15.9015,0.0212,5.8417,0.2473,0.5761,0.0097,-45.7733,0.8484,376.1591,0.0057,127.2708,0.0055,4.2196,0.2019,17.5653,0.0293,5.5513,0.2976,0.5424,0.0119,-49.7632,1.0023,376.1591,0.0057,127.2708,0.0055,4.1006,0.1,16.1353,0.0139,5.7724,0.1510,0.568,0.0059,-46.7253,0.5176,376.1591,0.0057,127.2708,0.0055,4.0545,0.1816,15.8324,0.0224,5.8582,0.2730,0.578,0.0107,-45.5459,0.9359,376.1591,0.0057,127.2708,0.0055,4.2688,0.3022,19.5506,0.0916,5.4599,0.4467,0.5318,0.0177,-51.0191,1.5094,166715,338.68275733,-1.100803575,0.0883251,0,0,4,DR4_3_STRIPE82-0141_0009549,338.6827534718351,-1.100765353934511,STRIPE82-0141,5876.1753,2877.2622,-33.341793,7.166013E-4,5.888567E-4,1.2169158,0.17825043,3.8745382,11.401792,16.70103,0.0105999485,17.683342,0.021452637,16.248575,0.0095269345,15.916449,0.0127106765,19.599503,0.18952021,19.03243,0.19064209,20.067505,0.7862417,18.911278,0.22498721,18.316744,0.12007357,17.166512,0.039280925,16.511915,0.011296333,16.010862,0.01865854,0.1382948230383449
MorphoSPLUS_1013,MorphoSPLUS_1013_GalfitM_output.csv,1.167,DR4_3_STRIPE82-0141_0010967,5775_3025_STRIPE82-0141,327.3543,0.004,248.4062,0.0041,14.1258,0.2476,15.0262,0.0107,5.8535,0.0541,0.9525,0.0034,16.4306,2.4725,327.3543,0.004,248.4062,0.0041,16.2001,0.6394,17.4868,0.0515,6.0402,0.1419,0.9575,0.0096,7.8465,6.6971,327.3543,0.004,248.4062,0.0041,16.0584,0.6106,17.3455,0.0702,6.0274,0.1353,0.9572,0.0091,8.4331,6.3847,327.3543,0.004,248.4062,0.0041,15.93,0.5846,17.2761,0.057,6.0159,0.1294,0.9569,0.0087,8.9644,6.1028,327.3543,0.004,248.4062,0.0041,15.7649,0.5514,16.8817,0.0402,6.0010,0.1218,0.9565,0.0082,9.6475,5.7422,327.3543,0.004,248.4062,0.0041,15.0638,0.4133,15.5293,0.0177,5.9379,0.0905,0.9548,0.0059,12.5492,4.2456,327.3543,0.004,248.4062,0.0041,13.829,0.2075,14.8411,0.0096,5.8268,0.0462,0.9518,0.0028,17.6589,2.0666,327.3543,0.004,248.4062,0.0041,12.1641,0.2944,14.3828,0.0129,5.6771,0.0735,0.9477,0.0052,24.5489,3.3329,327.3543,0.004,248.4062,0.0041,15.3823,0.4753,15.9525,0.0172,5.9666,0.1045,0.9555,0.0069,11.2312,4.9167,327.3543,0.004,248.4062,0.0041,12.932,0.1891,14.5734,0.0084,5.7461,0.0475,0.9496,0.0032,21.3713,2.0816,327.3543,0.004,248.4062,0.0041,11.9807,0.3266,14.3164,0.0141,5.6606,0.0810,0.9473,0.0058,25.308,3.6938,327.3543,0.004,248.4062,0.0041,16.3952,0.6792,18.0938,0.0541,6.0577,0.1510,0.958,0.0102,7.0392,7.129,166716,338.690240109,-1.082309188,0.0897746,0,0,4,DR4_3_STRIPE82-0141_0010967,338.6902046014618,-1.0822335252657105,STRIPE82-0141,5827.4136,2998.568,79.22566,0.0015159878,0.0014377167,1.0544647,0.051651537,8.910381,29.359934,15.263667,0.006946375,16.29296,0.015052144,14.791181,0.006229503,14.52587,0.008952207,18.05692,0.11831978,17.593544,0.13075878,17.080395,0.1294224,17.712305,0.19189133,17.028553,0.09408234,15.737938,0.026807476,15.088063,0.0075818514,14.541873,0.012230026,0.3008787054638455
MorphoSPLUS_1128,MorphoSPLUS_1128_GalfitM_output.csv,1.165,DR4_3_SPLUS-s02s10_0042361,4675_9075_SPLUS-s02s10,519.7053,0.0073,447.9336,0.0074,3.2146,0.1488,17.2069,0.0263,6.6019,0.3027,0.7239,0.0106,50.8958,1.2767,519.7053,0.0073,447.9336,0.0074,3.6375,0.3907,19.3189,0.1142,5.498,0.7713,0.7322,0.0302,50.8337,3.8316,519.7053,0.0073,447.9336,0.0074,3.6086,0.3715,19.2552,0.1426,5.5734,0.7312,0.7316,0.0287,50.838,3.6334,519.7053,0.0073,447.9336,0.0074,3.5825,0.3543,19.1098,0.111,5.6418,0.6952,0.7311,0.0273,50.8418,3.4548,519.7053,0.0073,447.9336,0.0074,3.5488,0.3324,18.5923,0.075,5.7296,0.6495,0.7304,0.0255,50.8467,3.2268,519.7053,0.0073,447.9336,0.0074,3.4058,0.2431,17.7424,0.043,6.1028,0.4673,0.7276,0.0183,50.8677,2.29,519.7053,0.0073,447.9336,0.0074,3.1541,0.1344,17.1175,0.0247,6.7599,0.2935,0.7227,0.0095,50.9046,1.1282,519.7053,0.0073,447.9336,0.0074,2.8146,0.2505,16.6109,0.0431,7.646,0.6038,0.716,0.0198,50.9544,2.5058,519.7053,0.0073,447.9336,0.0074,3.4708,0.2827,17.9862,0.0449,5.9333,0.5471,0.7289,0.0215,50.8582,2.7074,519.7053,0.0073,447.9336,0.0074,2.9712,0.167,16.7837,0.0288,7.2373,0.4135,0.7191,0.0128,50.9314,1.5786,519.7053,0.0073,447.9336,0.0074,2.7772,0.2733,16.5166,0.0466,7.7436,0.6537,0.7153,0.0217,50.9599,2.7492,519.7053,0.0073,447.9336,0.0074,3.6773,0.4172,19.9611,0.1291,5.3942,0.8271,0.7329,0.0323,50.8279,4.106,166967,336.994395101,-0.786843696,0.0584654,0,0,4,DR4_3_SPLUS-s02s10_0042361,336.9943987080582,-0.7867933177199545,SPLUS-s02s10,4919.693,9247.955,18.44666,5.127214E-4,4.0487284E-4,1.2663348,0.2103194,2.8723197,8.394563,17.371172,0.013785834,18.19656,0.024754481,16.940926,0.014529314,16.733482,0.022255914,19.95791,0.1543496,19.905384,0.25352472,19.271456,0.23262195,19.056715,0.17169528,18.782757,0.12762548,17.848745,0.043864477,17.277058,0.014168291,16.70834,0.025542457,0.1818260006835292
MorphoSPLUS_1128,MorphoSPLUS_1128_GalfitM_output.csv,1078.203,DR4_3_SPLUS-s02s10_0045446,5775_10175_SPLUS-s02s10,465.7739,0.0952,113.9778,0.0898,4.8369,0.1476,15.9789,0.0604,1.2895,0.0711,0.9021,0.0225,85.8499,13.4983,465.7739,0.0952,113.9778,0.0898,5.2839,0.3684,21.2312,5.5667,0.9256,0.2043,0.8075,0.0574,12.7935,27.1453,465.7739,0.0952,113.9778,0.0898,5.2533,0.3516,20.629,2.9005,0.9505,0.1939,0.8139,0.0547,17.7853,25.2663,465.7739,0.0952,113.9778,0.0898,5.2257,0.3365,19.6202,1.3491,0.973,0.1846,0.8198,0.0523,22.3072,23.5977,465.7739,0.0952,113.9778,0.0898,5.1901,0.3172,18.194,0.5087,1.002,0.1726,0.8273,0.0492,28.1212,21.5111,465.7739,0.0952,113.9778,0.0898,5.039,0.2379,16.551,0.1683,1.125,0.1237,0.8593,0.0366,52.816,14.0457,465.7739,0.0952,113.9778,0.0898,4.7729,0.1285,15.9391,0.0732,1.3416,0.0632,0.9156,0.0198,96.3033,16.0774,465.7739,0.0952,113.9778,0.0898,4.4141,0.1952,15.439,0.085,1.6337,0.1322,0.9916,0.0326,154.9423,37.5333,465.7739,0.0952,113.9778,0.0898,5.1076,0.2733,16.9097,0.1054,1.0691,0.1455,0.8448,0.0422,41.5991,17.0557,465.7739,0.0952,113.9778,0.0898,4.5796,0.1317,15.5247,0.0497,1.499,0.0846,0.9566,0.0218,127.8985,26.9427,465.7739,0.0952,113.9778,0.0898,4.3746,0.214,15.2008,0.0643,1.6658,0.1448,1.0,0.0357,161.4023,40.1303,465.7739,0.0952,113.9778,0.0898,5.3259,0.3916,18.9083,0.2695,0.8914,0.2187,0.7986,0.0612,5.9224,29.7817,166960,336.834579731,-0.669770109,0.0582294,0,0,4,DR4_3_SPLUS-s02s10_0045446,336.8345605056055,-0.6697723861427596,SPLUS-s02s10,5965.8833,10014.006,-45.35013,0.0014629117,0.0011180138,1.3085133,0.23577386,6.9498715,21.993002,15.7580385,0.008377637,16.559788,0.015077462,15.310175,0.008827122,15.070915,0.012966413,17.898933,0.06321036,17.093262,0.051911928,16.740135,0.06096219,16.694126,0.054929473,16.585012,0.04720021,16.035154,0.022799676,15.645368,0.008423558,15.05728,0.014934329,0.0696905205493823
MorphoSPLUS_1128,MorphoSPLUS_1128_GalfitM_output.csv,1.23,DR4_3_SPLUS-s02s10_0047981,6325_9625_SPLUS-s02s10,451.8288,0.0193,191.0636,0.0215,6.327,0.0408,16.7414,0.0092,0.7979,0.0081,0.8791,0.0037,-18.9483,1.5552,451.8288,0.0193,191.0636,0.0215,6.0745,0.1069,18.5848,0.0722,0.6309,0.0224,0.8764,0.0104,-26.9706,4.3166,451.8288,0.0193,191.0636,0.0215,6.0918,0.1013,18.5055,0.1033,0.6423,0.0212,0.8766,0.0098,-26.4225,4.0935,451.8288,0.0193,191.0636,0.0215,6.1074,0.0963,18.3117,0.0771,0.6526,0.0201,0.8768,0.0093,-25.9259,3.8928,451.8288,0.0193,191.0636,0.0215,6.1275,0.09,17.8801,0.0501,0.6659,0.0188,0.877,0.0087,-25.2875,3.6372,451.8288,0.0193,191.0636,0.0215,6.2128,0.0645,17.1933,0.023,0.7224,0.0133,0.8779,0.0062,-22.5758,2.5997,451.8288,0.0193,191.0636,0.0215,6.3631,0.0391,16.6664,0.0094,0.8218,0.0077,0.8795,0.0034,-17.8004,1.4401,451.8288,0.0193,191.0636,0.0215,6.5657,0.0815,16.079,0.0169,0.9559,0.0172,0.8816,0.0072,-11.3613,3.0508,451.8288,0.0193,191.0636,0.0215,6.1741,0.0757,17.4753,0.0157,0.6967,0.0157,0.8775,0.0073,-23.8075,3.0587,451.8288,0.0193,191.0636,0.0215,6.4723,0.0552,16.301,0.0105,0.8941,0.0114,0.8806,0.0047,-14.331,2.0095,451.8288,0.0193,191.0636,0.0215,6.588,0.0884,16.0413,0.0158,0.9707,0.0186,0.8818,0.0079,-10.6519,3.325,451.8288,0.0193,191.0636,0.0215,6.0508,0.1146,19.0363,0.0656,0.6151,0.0241,0.8762,0.0111,-27.7251,4.6261,166952,336.75270476,-0.742027326,0.0569568,0,0,4,DR4_3_SPLUS-s02s10_0047981,336.752664417818,-0.7420147177111827,SPLUS-s02s10,6501.905,9541.071,-60.943428,8.2566E-4,7.537931E-4,1.0954008,0.08709222,6.2281055,12.474069,16.703054,0.012659594,17.446491,0.021654213,16.324001,0.014246305,16.055824,0.020526724,19.218626,0.13403994,18.812372,0.15872057,18.436922,0.18407753,18.570116,0.19395941,17.783993,0.090074606,17.157677,0.04050479,16.65448,0.013540213,16.128529,0.025620485,0.1521479276485816
